name,price,size,color,rpm,airflow,noise_level,pwm
Phanteks F140XP,,140,Black / White,"[600, 1200]","[40.9, 85.19]",19,True
Thermaltake DuraMax,,120,Black,2000,78,36,False
Thermalright TY,,140,Brown,"[900, 1300]","[28.3, 73.6]","[17, 21]",True
Enermax Magma Advance,,80,Black / Red,,,,False
Titan TFD-9515M12ZP,,95,Black / White,"[150, 1500]",52.95,"[5, 28.6]",True
SilenX Ixtrema Pro,,40,Black,3000,6,14,False
SHARKOON Shark Blade,,120,Black / Red,1000,33,19,False
Xigmatek CFS,,120,Black / Orange,1400,53.34,14,False
CRYORIG XT140,,140,Black,"[700, 1300]",65,24,True
Nanoxia Deep Silence,,120,Black / Green,"[650, 1400]",67.3,16.89,True
Raidmax RX-120SR-G,,120,Black / Green,1200,38,22,False
Rosewill RNBF-131209,,120,Black,2000,59.8,37,False
Zalman F1,,80,Black / Clear,"[1400, 2000]",,"[18, 23]",False
Corsair SP140,,140,Black / Purple,1440,49.49,29.3,False
Zalman F3,,120,Black / Clear,1200,,"[20, 23]",False
Thermaltake Pure,,140,Black,1000,67.02,20,False
Antec 77095,,120,Transparent,1600,56,28,False
CRYORIG QF Silent,,120,Black / White,"[200, 1000]",44,"[5, 19]",True
Thermalright TY,,120,Black / Red,"[700, 1300]",64.52,30.6,True
Silverstone FW,,80,Blue / White,"[1200, 3000]","[12, 29.5]","[15.3, 30]",True
Akasa AK-170CC-4RAS,,80,Clear,2500,32.37,23.5,False
Scythe GlideStream,64.0,140,Black,800,49.95,21.4,False
Fractal Design Dynamic GP-12,,140,Black,1000,68.4,18.89,False
Cougar CFD,,120,Black / White,1200,64.37,16.6,False
Kingwin CFMC-012LB,,120,Clear,950,40,19,False
Thermaltake Luna Slim,,120,Black / White,1400,27.53,24,False
EK Vardar F4-120ER,,120,White,2200,77,33.5,True
ARCTIC F Silent,,92,White / Black,1000,21.2,,False
Evercool FAN-EC1225M12CA,,120,Black,2000,72.94,36,False
Xilence Performance C,,80,Black / Red,1800,32.1,22,True
BitFenix Spectre Xtreme,9.99,120,Black / Red,"[950, 2000]",66,30,False
Apevia CF12SL-SOG,,120,Black / Orange,1500,50.28,21.1,False
Deepcool Ice Blade,,120,Black,"[900, 1500]",60.29,"[21.4, 32.1]",True
Deepcool XFAN,,40,Black,4500,4.82,24.3,False
Cooler Master MasterFan Pro Air Flow,,120,Black,"[650, 1900]","[48.8, 84.5]","[6, 36]",True
Cooler Master MasterFan Pro Air Flow,,140,Black,"[650, 1600]","[53, 106]","[6, 36]",True
Nanoxia Deep Silence,,120,Black / Green,"[900, 1300]","[26.5, 60.1]","[8.6, 14.2]",False
be quiet! Shadow Wings,,120,Black,1500,50.5,18.9,True
BitFenix Spectre Pro,,140,White,1200,86.73,22.8,False
Antec TRICOOL,,120,Clear,2000,79,30,False
Anidees AI Prismatic 3-Pack,,120,Black,1200,39.7,24.7,False
Cooler Master MasterFan Pro Air Flow 3-Pack,,120,,"[650, 1100]",48.8,"[6, 20]",True
BitFenix Spectre Pro,,200,Black / White,900,148.72,27.5,False
BitFenix Spectre Pro,,230,Black / White,900,156.72,25.6,False
Apevia C 5-Pack,27.95,120,Black / Green,1500,57.67,24.7,False
Apevia C 5-Pack,,120,Black / Pink,1500,57.67,24.7,False
Apevia C 3-Pack,,120,Black / Multicolor,1500,57.67,24.7,False
Apevia AF512L-SMC 5-Pack,,120,Black / Multicolor,1500,57.67,24.7,False
Enermax D.F. VEGAS 2-Pack,,120,Black / Blue,"[800, 1500]","[33.21, 61.92]","[16, 22]",True
Rosewill RGBF-17002 2-Pack,,120,Clear,1200,41.9,23.2,False
Cooler Master MasterFan Pro Air Flow 3-Pack,,140,Black,"[500, 800]",53,"[6, 20]",True
Antec Prizm,,140,,1700,65.03,32,True
Anidees AI-FAN 2-Pack,,140,Clear,1200,52.1,23.9,False
GameMax Storm Force RGB,,120,Black / White,1300,41.4,21,False
Alpenföhn Wing Boost 3 ARGB,,120,White,"[700, 2200]",77.9,36.8,True
Alpenföhn Wing Boost 3 ARGB 3-Pack,,120,White,"[700, 1600]",54.5,23.5,True
Apevia FrostBlade 4-Pack,,120,Black,1350,57.67,24.7,False
ARCTIC BioniX P120,,120,Yellow / Black,"[200, 2100]",67.56,,True
Deepcool MF S 3-Pack,,120,Silver / Black,"[400, 1500]",37.1,26,True
Rosewill RFA-BL1201,,120,Black,1800,35.2,26.8,True
ARCTIC F8,,80,Black / White,2000,31,22.5,True
Anidees AI Aureola Duo 3-Pack,,140,Black,1200,41.2,26.8,False
In Win Saturn ASN120,,120,White / Black,"[500, 1800]",,,True
CRYORIG Crona 3-Pack,,120,White,"[400, 1700]",,"[16.5, 29.7]",True
Iceberg Thermal IceGALE Xtra,,140,Teal / White,"[500, 2500]",169,"[0, 47]",True
Iceberg Thermal IceGALE ARGB,,140,Teal / White,"[500, 1600]",96,"[0, 36]",True
ID-COOLING DF-12025-ARGB-XT,,120,Black / White,"[900, 2000]",56.5,"[16.2, 31.5]",True
ID-COOLING XF-12025-RGB-TRIO-SNOW 3-Pack,,120,White,"[700, 1800]",74.5,"[18, 35.2]",True
ID-COOLING WF-12025-XT-W,,120,Black,"[600, 2200]",71.2,"[14, 35]",True
ID-COOLING SF-12025-R,,120,Black,"[700, 1500]",62,"[18, 26.4]",True
Azza Hurricane,,120,Black / White,"[1000, 1800]",56.12,29.8,True
Thermalright TL-R12,,120,Black / Gray,"[400, 1500]","[21.76, 65.25]","[15, 23]",True
Jonsbo ZG 3-Pack,,120,White,"[500, 1500]","[20.1, 60.45]","[23.8, 29.3]",True
Gelid Solutions Silent 14 PWM,25.59,140,Black,"[750, 1500]",78.5,20,True
Gelid Solutions Gale,,120,Black,"[500, 3500]",110,45,True
NoiseBlocker ELoop B,32.42,140,Black / White,1400,104.93,28.5,False
Thermaltake Blue-Eye,18.23,92,Transparent,"[1300, 2500]",47,"[18.6, 28]",False
Prolimatech Ultra Sleek Vortex,28.04,120,Black,"[400, 1300]",55.7,"[7, 17]",True
Enermax D.F. Vegas Duo,8.94,80,Clear,"[900, 2500]","[16.59, 38.52]",17,False
Silverstone FM,,120,White / Silver,"[800, 2400]",110.03,"[17, 39.5]",False
Thermaltake Pure,,120,Clear,1000,40.99,19.5,False
Scythe GlideStream,42.21,140,Black,1200,84.59,29.5,False
ARCTIC F12 TC,11.58,120,White / Black,1350,53,,False
Cooler Master MasterFan SF120P,32.17,120,Black,"[650, 2000]",43,"[8, 30]",True
Enermax T.B. Silence,39.0,92,Black,1400,27.18,13,False
BitFenix Spectre,,230,Black,900,97.8,20,False
BitFenix Spectre,,230,Black,900,97.8,20,False
Silverstone Air Penetrator,21.99,120,Clear,1500,35.36,22.4,False
Apevia CF8S-UGN,21.0,80,UV Green,2000,25.64,22.05,False
SilenX Effizio,17.72,80,Clear,1700,32,15,False
SilenX Effizio,15.68,120,Clear,1400,74,15,False
SilenX Ixtrema Pro,24.95,120,Black,1400,90,18,False
Cougar Dual-X,28.98,140,Green,1000,73.18,18,False
Nexus DF1209SL-3PWM,10.05,92,Clear,2500,43.5,15.8,True
Evercool EC9238H12BP,18.94,92,Black,"[1000, 3000]",,35,True
Evercool Spider Filter,28.99,80,Red,2500,32.5,20,False
Thermaltake Thunderblade,,120,Black / Orange,1500,66.55,"[19, 33.5]",False
Titan TFD-12025H12ZP,14.82,120,White / Blue,"[800, 2200]","[24.23, 66.62]","[15, 35]",True
Aerocool DS,14.37,120,Black / Blue,"[1100, 1500]","[62.5, 81.5]","[14.8, 23.1]",False
Aerocool DS,10.34,140,Black / Blue,"[1100, 1500]","[71.2, 93.4]","[15.5, 23.4]",False
Zalman F2,9.86,92,Clear,1500,,"[20, 23]",False
Silverstone FM,13.1,92,White,"[1200, 3000]","[21.4, 53.6]","[9.3, 29.2]",False
Cougar CFD,32.85,140,Black / White,1000,73.18,18,False
NoiseBlocker ELoop B,31.27,140,Black / White,600,43.33,5.71,False
ARCTIC BioniX F120,20.99,120,Black / Yellow,"[200, 1800]",69,24.4,True
Evercool RSF-14,18.98,140,Black / Red,1200,,22,False
Silverstone FW,37.99,140,Black,"[500, 1800]","[18.77, 60.54]","[18.48, 23.33]",True
BitFenix Spectre,,200,Black,700,47.4,20,False
Enermax T.B. Silence,43.0,140,Black,750,45.4,15,False
Gelid Solutions Wing,22.98,140,Blue,1200,80,26,False
Masscool BLD-09025S1M,,92,Clear,2400,45.18,28.6,False
SilenX Effizio,20.3,80,White,1700,32,15,False
SilenX Effizio,30.64,120,Clear,1400,74,15,False
StarTech FAN12025PWM,14.04,120,Black,"[800, 2200]","[33.2, 78.41]","[17.2, 39]",False
Thermaltake Mobile Fan,,120,Orange,"[250, 1500]",66.55,"[19, 33.5]",False
Vantec Stealth,13.95,120,Black,1500,53,28,False
Antec 75002,10.4,92,Clear,2600,42.4,33,False
Masscool FD12025B1L3/4,24.84,120,Black,1500,52.05,25,False
Evercool EC4020SH12BP,11.98,40,Black,"[3000, 9000]",,32,False
Evercool EC4028HH12BP,12.3,40,Black,"[3000, 12000]",,46,False
Evercool Spider Filter,18.29,92,Red,2200,41,22,False
Kingwin CFY-012LB,11.99,120,Transparent,950,40,19,False
Thermaltake DuraMax,20.98,92,Black,2850,48.7,37.6,False
Akasa Apache Black,36.28,120,Black,"[600, 1300]",57.53,"[6.9, 16.05]",True
Titan TFD-12015H12ZP,19.5,120,Black / White,"[150, 1500]",52.95,"[5, 28.6]",False
Enermax Magma Advance,,120,Black / Red,"[1000, 1800]","[47.67, 83.03]","[13, 20]",False
Rosewill RABF-131409,17.25,140,Black,,55.4,22,False
Thermaltake Luna,,140,Black / Red,1000,60.55,21.8,False
Silverstone FQ,,120,White / Blue,1800,67.5,24,True
Silverstone FQ,15.59,92,White / Blue,"[1000, 2500]","[19.8, 44.2]","[15.3, 24.8]",True
BitFenix Spectre Xtreme,19.95,120,Black,"[950, 2000]",66,30,False
NoiseBlocker ELoop B,32.42,140,Black / White,900,64.28,16.95,False
RIOTORO Cross-X Classic,20.0,120,Black,1500,47,26.5,False
ARCTIC BioniX F120,20.99,120,Black / Green,"[200, 1800]",69,24.4,True
Aerocool X-Static,11.99,80,Black / Clear,2000,22.9,21.8,False
ARCTIC P8,,80,Black,"[200, 3000]",23.4,,True
Fractal Design Venturi,,140,White / Black,"[850, 1200]","[78.5, 118.2]","[18.3, 26.5]",False
Scythe Kaze Flex Slim,,120,Gray / Black,1200,33.86,23.9,True
BitFenix Spectre Pro,,200,Black,900,148.72,27.5,False
BitFenix Spectre Pro,,200,Black,900,148.72,27.5,False
BitFenix Spectre,,120,Black,1000,43.5,20,False
BitFenix Spectre,,140,Black,1000,47.7,20,False
BitFenix Spectre,,140,Black,1000,47.7,20,False
BitFenix Spectre,,200,Black,700,47.4,20,False
BitFenix Spectre,,200,Black,700,47.4,20,False
BitFenix Spectre,,200,Black,700,47.4,20,False
BitFenix Spectre,,200,Black,700,47.4,20,False
BitFenix Spectre,,230,Black,900,97.8,20,False
BitFenix Spectre,,230,Black,900,97.8,20,False
BitFenix Spectre,,120,Translucent Black,1800,51.3,22.5,False
BitFenix Spectre,,140,Translucent Black,1800,56.1,24.2,False
BitFenix Spectre Pro,,120,Black,1200,56.22,18.89,False
BitFenix Spectre Pro,,120,Clear,1200,56.22,18.89,False
BitFenix Spectre Pro,,120,Black,1200,56.22,18.89,False
BitFenix Spectre,,200,Black,700,47.4,20,False
Cooler Master R4-BC8R-18FB-R1,,80,Clear,1800,21.7,19,False
Cooler Master Turbine Master Mach 1.8,,120,Black,1800,80.3,30.5,False
NZXT Air Flow,,140,Clear,1000,83.6,24.5,False
Phanteks F140TS,,140,White,"[750, 1200]","[45.1, 78.09]","[13.4, 19]",False
Rosewill Hyperborea,,120,Black,"[600, 1300]",57.53,"[6.9, 16.05]",True
Aerocool Shark,,140,Red,"[800, 1500]","[50, 96.5]","[14.5, 29.6]",False
Antec 761345-75092-9,,92,Clear,2200,38,27,False
Antec 761345-75081-3,,80,Clear,2600,34,30,False
Antec 761345-75020-2,,80,Clear,2600,34,30,False
Antec Two Cool,,120,Black,"[600, 1200]","[21.3, 42.6]","[17, 23.7]",False
Apevia CF12S-UBL,,120,Blue,1700,63.85,29.67,False
Apevia CF12SL-4C,,120,Clear,1700,63.85,29.67,False
Apevia CF12SL-TRD,,120,Black,1500,50.28,21.1,False
Apevia CF12SL-TGN,,120,Black,1500,50.28,21.1,False
Apevia CF12SL-TBL,,120,Black,1500,50.28,21.1,False
Apevia CF20SL-UBL,,200,Blue,800,125,20,False
Apevia CF20SL-URD,,200,Red,800,125,20,False
Apevia CF20SL-UGN,,200,Green,800,125,20,False
Apevia CF4SL-URED,,80,Red,2000,25.64,22.05,False
Apevia CF4SL-4C,,80,Clear,2000,25.64,22.05,False
Apevia 14S-BT,,140,Green,1200,59.6,29.4,False
Apevia CF8SL-BRD,,80,Red,1500,17.21,20,False
Apevia CF8SL-BGN,,80,Green,1500,17.21,20,False
Apevia CF8SL-BBL,,80,Blue,1500,17.21,20,False
Masscool FDV12025L1L34,,120,Red,1500,52.05,25,False
Masscool BLD-12025V1R,,120,Red,1500,60,23.5,False
Silverstone Air Penetrator,,120,Clear,1500,35.36,22.4,False
Silverstone Air Penetrator,,120,Clear,1500,35.36,22.4,False
Xigmatek eXTREME OCTAGON,,120,White,1400,50,14,False
Xigmatek eXTREME SILENT,,120,Black,1800,75,20,False
Xigmatek eXTREME SILENT,,140,Black,1000,65,18,False
ARCTIC F12 Pro,,120,White / Black,1500,57,,True
ARCTIC F12 Pro,,120,White / Black,1500,54,,False
ARCTIC F8,,80,White / Black,"[850, 2000]",31,,True
Cougar Turbine 4-Pack,,120,Orange,1200,60.4,17.7,False
Enermax Marathon,,80,Clear,1500,24,14,False
Enermax Magma,,120,Red,1500,69.15,18,False
Enermax T.B. Vegas Trio,,120,Translucent Black,"[500, 1600]","[20.42, 67.48]",14,True
Enermax D.F. Vegas Duo,,140,Clear,"[700, 1500]","[42.37, 90.8]",15,False
Enermax D.F. Vegas Duo,,120,Clear,"[800, 1700]","[33.26, 71.76]",16,False
Evercool EC-SSF-12,,120,White,"[800, 1400]",,"[19, 26]",False
Enermax T.B. Silence,,120,Clear,"[500, 1500]","[26.51, 71.25]",8,True
Enermax T.B. Silence,,120,Clear,1200,53.02,14,False
Enermax T.B. Apollish,,140,Blue,750,45.4,15,False
Logisys CF120DCA,,120,Black,1500,57.91,26.6,False
Evercool FAN-LD9225B-EC1,,92,Clear,2300,31.62,26,False
Evercool F-EC1225A1HBT,,120,Black,2600,88,48,False
Logisys CF140BL,,140,Clear,1100,52.15,19.5,False
Logisys CF80GB,,80,Green,1300,,,False
Zalman F1 Plus,,80,Black,"[1700, 2800]",,20,False
Xigmatek eXTREME SILENT,,92,Black,2000,37.79,24,False
Xigmatek XLF,,80,Orange,2200,29.2,25,False
Xigmatek XAF,,140,Blue,"[800, 1300]",90.3,18,False
Xigmatek Crystal,,80,Clear,2200,32.6,25,False
Xigmatek XAF,,140,Black,"[800, 1300]",90.3,18,False
Xigmatek XAF,,140,White,"[800, 1300]",90.3,18,True
Masscool SL-FD14025,,140,Clear,1000,45.32,20,False
Masscool FDVB12025L1L,,120,Blue,1500,52.05,25,False
Masscool FD14025S1L3/4,,140,Black,1500,57.12,24.7,False
Masscool BLD-14025S1L,,140,Clear,1500,57.12,24.7,False
Rosewill RFX-80BL,,80,Clear,"[1700, 3000]","[23.38, 41.8]","[19.25, 29]",False
Rosewill RFX-80,,80,Red,"[1800, 3000]",38.08,32.31,False
Rosewill RFX-120BL,,120,Clear,"[1200, 2200]","[43.5, 87.5]","[23.5, 38.15]",False
Rosewill RFX-120,,120,Red,"[1200, 2200]",87.5,38.15,False
Silverstone Air Penetrator,,120,Blue,1500,31.4,31.4,False
Silverstone FN,,120,Clear,1200,58.47,25.15,False
StarTech FAN9225PWM,,92,Black,"[700, 2200]","[12.78, 39.35]","[10, 25]",False
StarTech FAN4X1LP4,,40,Black,"[5000, 5499]","[1, 5]","[20, 25]",False
Thermaltake ISGC,,80,White,"[800, 1600]",24.4,18.2,False
StarTech FANBOX,,80,Black,2000,24.81,23,False
Vantec Tornado,,92,Black,4800,119,56.4,False
Vantec Thermoflow,,120,Black,"[1300, 2200]","[54.3, 92]","[29, 39]",False
Vantec Thermoflow,7.34,80,Black,"[1950, 3400]","[23.8, 41.6]","[25.5, 37.5]",False
Xigmatek Crystal,,120,Clear,1500,61.37,20,False
Xigmatek Crystal,,120,Clear,1500,61.37,20,False
Xigmatek Crystal,,200,Clear,800,76,18,False
Xigmatek Crystal,,200,Clear,800,76,18,False
Xigmatek Crystal,,200,Clear,800,76,18,False
Xigmatek Crystal,,200,Clear,800,76,18,False
Xigmatek Crystal,,200,Clear,800,76,18,False
Xigmatek Crystal,,80,Clear,2200,29.24,25,False
Antec 75121,,120,Clear,2000,79,30,False
Antec 75093,,92,Clear,2200,38,27,False
Antec 75080,,80,Clear,2600,34,30,False
Antec 75024,,120,Clear,2000,79,30,False
Antec 75000,,80,Clear,2600,34,30,False
Antec 77095,,120,Clear,1600,56,28,False
Apevia CF12SL-BRD,,120,Red,1500,50.28,21.1,False
Apevia CF12SL-BGN,,120,Green,1500,50.28,21.1,False
Apevia CF12SL-BBL,,120,Blue,1500,50.28,21.1,False
Apevia CF12SL-B4C,,120,Clear,1500,50.28,21.1,False
Apevia CF12S,,120,Clear,1700,63.85,29.67,False
Apevia 14SL-BL,,140,Blue,1200,59.6,29.4,False
Apevia CF14SL-BRD,,140,Red,1200,59.6,20.6,False
Apevia CF14SL-BGN,,140,Green,1200,59.6,20.6,False
Apevia CF14SL-BBL,,140,Blue,1200,59.6,20.6,False
Apevia CF14SL-B4C,,140,Clear,1200,59.6,20.6,False
Apevia CF12SL-URED,,120,Red,1500,57.67,24.7,False
Apevia CF312SL-UBL 3-Pack,,120,Blue,1700,63.85,29.67,False
Cooler Master SAF-B83-E1,,80,Black,2500,29.07,26,False
Apevia CF4S-UBL,,80,Blue,2000,25.64,22.05,False
Cougar Vortex,,120,Black,"[800, 1500]",70.5,17.89,False
NZXT FS,,193,Black / White,700,89.5,20.16,False
NZXT FS,,193,Black / White,700,89.5,20.16,False
NZXT FS,,193,Black / White,700,89.5,20.16,False
Xigmatek Crystal,,80,Clear,2200,32.6,25,False
Xigmatek Crystal,,80,Clear,2200,32.6,25,False
Masscool FDC08025S1M,,80,Clear,2700,32.95,26.5,False
Masscool FD12025S1L3/4,,120,Black,1500,52.05,25,False
Masscool FD08025S1M4,,80,Black,2500,31.73,28,False
Logisys SF80,,80,Gray / Blue,"[900, 2200]",22.6,"[17.6, 23.4]",False
Logisys SF120,,120,Blue,1500,70.5,"[17.6, 27.8]",False
Logisys LT400RD,,80,Clear,1800,21.71,20,False
Logisys LT400PL,,80,Clear,1800,21.71,20,False
Logisys CCF80UVGN,,80,Green,2700,31.73,28,False
Logisys CCF80BL,,80,Clear,2700,31.73,28,False
Gelid Solutions Slim,,120,Blue,1500,48.3,24.6,False
Evercool F-EC9733H12BA-B,,92,Black,"[2200, 2800]",15.19,26,False
Evercool Evergreen,,80,Green,1400,,16,False
Evercool FAN-AL9025B,,92,Silver,2200,40.9,,False
Evercool FAN-EC4020M12CA,,40,Black,5000,5.62,21,False
Evercool FAN-ALED8025B2,,80,Black,2500,32.4,12,False
Evercool FAN-EC12025M12C,,120,Black,2000,72.94,36,False
Evercool FAN-LD9225B-EC2,,92,Clear,1600,25.8,22,False
Evercool FAN-EC9225M12CA,,92,Black,2200,38.35,25,False
Evercool FAN-EC8025M12CA,,80,Black,2500,32.4,28,False
Scythe Gentle Typhoon,,120,Gray,500,18.25,5,False
Scythe Gentle Typhoon,,120,Gray,1150,37,16,False
Aerocool Shark,,120,Blue,"[800, 1500]","[32.5, 82.6]","[12.6, 26.5]",False
Aerocool Shark,,140,Black,"[800, 1500]","[50, 96.5]","[14.5, 29.6]",False
Delta Electronics AFB1212HHE-F00,,120,Black,2900,120.07,44,False
Delta Electronics FFB1212EH-F00,,120,Black,4000,150.33,56.4,False
Gelid Solutions Wing,,120,Translucent Yellow,1500,64.3,"[12, 25]",False
Gelid Solutions Wing,,92,Translucent Blue,2000,39.79,22.5,False
NZXT FN,,140,White,1300,62.5,26.52,False
Noctua R8-1800,,80,Brown,"[800, 1800]",,"[7, 17]",False
NoiseBlocker BlackSilentPro P-1,,140,Black,700,28.84,9,False
NoiseBlocker BlackSilentPro P-2,,140,Black,1200,32.37,22,False
NoiseBlocker Black Silent Pro PK-HP,,140,Black,1500,71.22,29,True
NoiseBlocker BlackSilentFan X-2,,140,Translucent Blue,1100,50.02,20,False
NoiseBlocker BlackSilentFan X-P,,120,Translucent Blue,2000,75.33,31,True
NoiseBlocker BlackSilentFan X-2,,120,Translucent Blue,1500,57.68,24,False
NoiseBlocker BlackSilentFan X-1,,120,Translucent Blue,1000,40.61,13,False
NoiseBlocker BlackSilentFan X-2,,92,Translucent Blue,1800,38.25,21,False
NoiseBlocker BlackSilentFan X-1,,92,Translucent Blue,1500,29.42,17,False
NoiseBlocker BlackSilentFan X-2,,80,Translucent Blue,1800,26.48,18,False
NoiseBlocker BlackSilentFan X-1,,80,Translucent Blue,1300,15.3,10,False
NoiseBlocker BlackSilentFan X-2,,40,Translucent Blue,3800,3.94,14,False
NoiseBlocker BlackSilentFan X-1,,40,Translucent Blue,2800,2.88,9,False
NoiseBlocker BlackSilentPro P-1,,120,Black,900,40.02,12,False
NoiseBlocker BlackSilentPro P-1,,92,Black,1300,24.72,14,False
NoiseBlocker BlackSilentPro P-P,,80,Black,2000,31.78,18,True
NoiseBlocker BlackSilentPro P-1,,80,Black,1500,17.24,15,False
NoiseBlocker BlackSilentPro P-1,,40,Black,2800,4.12,14,False
NoiseBlocker ELoop B,,120,White,2000,77.92,28,True
NoiseBlocker ELoop B,,120,White,1500,58.09,21,True
NoiseBlocker ELoop B,,120,White,2400,88.46,34,False
NoiseBlocker ELoop B,39.44,120,White,800,33.72,8,False
NoiseBlocker Multiframe,,120,Translucent Gray,1500,58.85,23,True
NoiseBlocker Multiframe,,120,Translucent Gray,2000,78.28,29,True
NoiseBlocker Multiframe,,120,Translucent Gray,1800,72.98,27,False
NoiseBlocker Multiframe,,120,Translucent Gray,1250,51.2,16,False
NoiseBlocker Multiframe,,80,Translucent Gray,2200,34.72,19,False
NoiseBlocker Multiframe,,80,Translucent Gray,1700,27.66,15,False
NoiseBlocker Multiframe,,80,Translucent Gray,1200,17.65,8,False
NoiseBlocker Multiframe,,80,Translucent Gray,2000,31.78,17,True
NZXT Air Flow,,140,Clear,200,83.6,24.5,False
BitFenix Spectre,,200,White,700,47.4,20,False
BitFenix Spectre,,230,White,900,97.8,20,False
BitFenix Spectre Pro,,230,Clear,900,156.27,25.6,False
BitFenix Spectre Pro,,140,Black,1200,86.73,22.8,False
BitFenix Spectre Pro,,140,Clear,1200,86.73,22.8,False
BitFenix Spectre,,140,Translucent Black,1800,56.1,24.2,True
BitFenix Spectre,,120,Translucent Black,1800,51.3,22.5,True
Cooler Master R4-L4S-10AB-GP,,140,Clear,1000,60.9,16,False
Gelid Solutions Wing PL,,120,Black / Blue,1500,64.3,"[12, 25]",False
Gelid Solutions Wing,,80,Blue,2000,28.1,"[10, 21]",False
Gelid Solutions Wing PL,,120,Black / Blue,"[600, 1800]",75.59,"[10, 26.8]",True
Cooler Master R4-S9S-19AK-GP,,92,Black,1900,32.53,20.8,False
Gelid Solutions Silent,,80,White,1600,20.72,18,False
Gelid Solutions Silent,,120,White,"[750, 1500]",58,"[12, 25.5]",True
Gelid Solutions Silent,,92,White,"[900, 2000]",37.89,"[11, 23.5]",True
Gelid Solutions Silent,,80,White,"[900, 2000]",27,"[10, 21.5]",True
Gelid Solutions Silent TC,,80,White,"[900, 2000]",27,"[10, 21.5]",False
Logisys LT80UVBL,,80,UV Blue,1800,21.71,20,False
Logisys LT400GN,,80,Clear,1800,21.71,20,False
Logisys CF120GB,,120,Green,,44.71,26,False
Masscool BLD-12025V1,,120,Clear,1500,60,23.5,False
Logisys SF140,,140,Black / Blue,"[700, 1200]",71.8,"[17.6, 26.7]",False
Logisys LT80UVRD,,80,Red,1800,21.71,20,False
Logisys LT80UVGN,,80,Green,1800,21.71,20,False
Masscool FD12038S1M3/4,,120,Black,2700,107.54,41.51,False
Masscool FDC14025S1L,,140,Clear,1500,57.12,24.7,False
Nexus DF1209SL-3,,92,White,1500,27,19.2,False
Nexus D12SL-12BL,,120,Clear,1000,36.86,18,False
Rosewill RCA-220-BL,,220,Clear,600,110,21,False
Prolimatech Vortex,,140,Red,1000,87,18.1,False
Prolimatech Vortex,,120,Red,"[1200, 1600]",72.67,29.1,False
Prolimatech Vortex,,140,Blue,1000,87,18.1,False
Prolimatech Vortex,,120,Blue,"[1200, 1600]",72.67,29.1,False
Silverstone Air Penetrator,,120,Clear,1500,35.36,22.4,False
Rosewill RFA-80-RL,,80,Red,2500,33.21,22.41,False
Rosewill RFA-120-WL,,120,Clear,2000,74.48,29.28,False
Thermaltake Thunderblade,,120,Red,1800,70.2,31.7,False
Thermaltake ISGC,,120,White,"[800, 1300]",58.3,16,False
Silverstone FN,,180,Clear,700,100,18,False
Silverstone FM,,180,White,"[500, 1300]","[65, 150]","[17, 36]",False
Xigmatek Crystal,,120,Clear,1500,68.33,20,False
Xigmatek Crystal,,120,Clear,1500,68.33,20,False
Xigmatek Crystal,,120,Clear,1500,68.33,20,False
Thermaltake Thunderblade,,120,Clear,1800,70.2,31.7,False
Xigmatek Crystal,,80,Clear,2200,,,False
Xigmatek Crystal,,140,Clear,1000,60.46,16,False
Xigmatek Crystal,,140,Clear,1000,60.46,16,False
Xigmatek Crystal,,140,Clear,1000,60.46,16,False
Xigmatek Crystal,,140,Clear,1000,60.46,16,False
Xigmatek XLF,,140,Clear,1000,63.5,16,False
Xigmatek XLF,,140,Orange,1000,63.5,16,False
Xigmatek XLF,,120,Blue,1500,61,20,False
Xigmatek XLF,,120,Black,"[800, 1500]",61,20,True
Xigmatek XLF,,120,Clear,1500,61,20,False
Xion Alphawing,,140,Translucent Black,1000,59.6,"[18.6, 23.3]",False
Xion Alphawing,,120,White,1200,51.02,"[19.6, 25.2]",False
Xion Alphawing,,120,Translucent Black,1200,51.02,"[19.6, 25.2]",False
Xion Alphawing,,120,Blue,1200,51.02,"[19.6, 25.2]",False
Xigmatek XLF,,200,Blue,800,76,18,False
Xigmatek XLF,,200,Black,800,76,18,False
Xion Alphawing,,80,White,2000,25.65,"[17.2, 22]",False
Xion Alphawing,,140,White,1000,59.6,"[18.6, 23.3]",False
Xigmatek XLF,,200,Orange,800,76,18,False
Apevia CF8S,,80,Clear,1500,16.85,16.6,False
Apevia CF8SL-B4C,,80,Clear,1500,17.21,20,False
BitFenix Spectre Pro,,140,Black,1200,86.73,22.8,False
Evercool FAN-EC12038M12B,,120,Black,2300,79.9,38,False
Evercool CL8035/LD2,,80,Clear,2300,31.62,26,False
Logisys CCF80UVBL,,80,Clear,2700,31.73,28,False
Noctua B9-1600,,92,Brown,"[1000, 1600]","[24.19, 37.84]","[7.9, 17.6]",False
Silverstone SCOOL,,120,Blue,"[400, 950]","[17.75, 42.15]","[15, 18]",False
ARCTIC ACF8 Pro,,80,White / Black,"[700, 2000]",,,True
BitFenix Spectre,15.99,140,White,1000,47.7,20,False
Gelid Solutions Silent,,140,Black,"[750, 1200]",74.5,"[12, 25.1]",True
LEPA LP70D08R,,80,Black,1200,"[23.27, 42.64]","[17, 25]",False
LEPA LP70D12R,,120,Black,1600,,24,False
LEPA LPCP12N-BL,,120,Transparent,900,40.18,16,False
LEPA LPCP12N-R,,120,Transparent,900,40.18,16,False
