name,price,style,switches,backlit,tenkeyless,connection_type,color
Logitech MK320,24.99,Standard,,,False,Wireless,Black
Razer BlackWidow Tournament Edition Chroma V2,109.99,Gaming,Razer Green,RGB,True,Wired,Black
SteelSeries Apex 7 TKL,129.99,Gaming,SteelSeries QX2 Blue,RGB,True,Wired,Black
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Silent Red,RGB,True,Wired,Black
Logitech G710,349.99,Gaming,Cherry MX Blue,White,False,Wired,Black / Blue
Keychron K2 Hot-swappable,,Gaming,Gateron Brown,RGB,True,Wireless,Black / White
SteelSeries Apex M750 TKL RGB,,Gaming,SteelSeries QX2 Red,RGB,True,Wired,Black
HP HyperX Alloy FPS RGB,,Gaming,Kailh Silver Speed,RGB,False,Wired,Black
Cooler Master SK653,120.96,Gaming,TTC Red Low Profile,RGB,False,Bluetooth Wireless,Gray / Black
Corsair K65 RGB MINI Pink Elixir,,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Pink / White
Logitech MX Mechanical,169.99,Slim,Kailh Choc V2 Red,White,False,Wireless,
Logitech MX Mechanical Mini,143.76,Slim,Kailh Choc V2 Blue,White,True,Wireless,
Logitech MX KEYS MINI,99.99,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Gray
Corsair K55 + HARPOON RGB,172.95,Gaming,,RGB,False,Wired,Black
Logitech G512 CARBON,,Gaming,Kailh GX Blue,RGB,False,Wired,Black
Microsoft Desktop 900,,Standard,,,False,Wireless,Black
Apple Magic,99.0,Slim,,,False,Bluetooth Wireless,White
Ducky One 2 RGB TKL,,Standard,Cherry MX Blue,RGB,True,Wired,Black
Razer BlackWidow Chroma,119.99,Gaming,Razer Green,RGB,False,Wired,Black
Corsair K70 LUX RGB,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
AOC AGK700,138.33,Gaming,Cherry MX Red,RGB,False,Wired,Black / Red
Monoprice Dark Matter Collider,99.99,Gaming,Cherry MX Red,RGB,True,Wired,Black
Trust GXT 860 Thura,,Gaming,,RGB,False,Wired,Black
Asus TUF Gaming K1,49.99,Gaming,,RGB,False,Wired,Black
DROP CTRL,220.0,Gaming,Kailh Silver Speed,RGB,True,Wired,Silver / Black
RK Royal Kludge RK71,,Gaming,RK Blue,RGB,True,Bluetooth Wireless,Black
Verbatim 99793,15.99,Slim,,,False,Wireless,Black
Logitech MX Mechanical Mini,149.99,Slim,Kailh Choc V2 Red,White,True,Wireless,
Razer Tartarus Pro,129.99,Ergonomic,Razer Red Optical Linear,RGB,True,Wired,White / Gray
Logitech MX 5500 Revolution,756.87,Standard,,,False,Wireless,Black
Alienware AW510K Dark side of the moon,105.94,Gaming,Cherry MX Low Profile Red,RGB,False,Wired,Black / Silver
Razer BlackWidow Elite,,Gaming,Razer Orange,RGB,False,Wired,Black
Rosewill NEON K85 RGB BR,64.04,Gaming,Kailh Brown,RGB,False,Wired,Black
Corsair K70 RGB PRO UK,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Corsair K95 RGB PLATINUM UK,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Thermaltake TT Premium X1 RGB,126.67,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Corsair K63 Special Edition (MX Red),109.99,Gaming,Cherry MX Red,Blue,True,Wireless,
Corsair K65 RGB MINI Ethereal Blue,129.99,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Blue / White
Redragon K561 VISNU,,Gaming,Outemu Blue,RGB,True,Wired,Black
CyberPowerPC Skorpion K2,82.99,Gaming,CP Kontact Blue,RGB,False,Wired,Black
HP HyperX Alloy Elite RGB,,Gaming,Cherry MX Red,RGB,False,Wired,Black
V7 CKW200US,22.99,Standard,,,False,Wireless,Black
Logitech K845,59.99,Standard,TTC Blue,White,False,Wired,Black
HP HyperX Alloy Core RGB UK,,Gaming,,RGB,False,Wired,Black
Corsair RGB MK.2 Low Profile,219.99,Gaming,Cherry MX Low Profile Red,RGB,False,Wired,Black
Microsoft APB-00001,26.95,Slim,,,False,Wired,Black
HP OMEN 1100,89.99,Gaming,Greetech Blue,Red,False,Wired,Black / Red
Asus ROG Strix Flare,129.99,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Keychron K2 Plastic,,Standard,Gateron G Pro Red,RGB,True,Wireless,Black / Gray
MSI ‎VIGOR GK71 SONIC BLUE,119.99,Gaming,MSI Sonic Blue,RGB,False,Wired,Black
Asus TUF GAMING K5,154.49,Gaming,,RGB,False,Wired,Black
NZXT Function MiniTKL,96.99,Gaming,Gateron Red,RGB,True,Wired,White / Black
Logitech G715,,Gaming,GX Brown,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Ducky One 2 Mini,,Standard,Cherry MX Silent,RGB,True,Wired,White / Black
HAVIT HV-KB395L,,Gaming,Kailh Blue,RGB,False,Wired,Black
Ducky One 3 Matcha,,Standard,Cherry MX Brown,,True,Wired,Beige / Green
Logitech G910 Orion Spark,299.98,Gaming,Romer-G Tactile,RGB,False,Wired,Black
Corsair K40,59.99,Gaming,,RGB,False,Wired,Black
Qisan Magicforce,62.99,Mini,Gateron Brown,White,True,Wired,Black
Das Keyboard 4 Professional,169.0,Standard,Cherry MX Blue,,False,Wired,Black / Red
Microsoft N9Z-00001,22.99,Slim,,,True,Wireless,Black
Drevo BladeMaster TE RGB,,Gaming,Gateron Blue,RGB,True,Wired,Black
Tempest K9,,Gaming,,RGB,False,Wired,Black
DROP CTRL,220.0,Gaming,Kailh Halo Clear,RGB,True,Wired,Silver / Black
Keychron Q6,215.99,Gaming,Gateron G Pro Brown,RGB,False,Wired,Blue
Ducky One 2 RGB TKL,,Standard,Cherry MX Brown,RGB,True,Wired,Black
Razer Blackwidow X Chroma,,Gaming,Razer Green,RGB,False,Wired,Black
Cooler Master MK850,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Logitech G513 Carbon,,Gaming,Romer-G Tactile,RGB,False,Wired,Black
RK Royal Kludge RK71,,Gaming,RK Blue,RGB,True,Bluetooth Wireless,White
Logitech G Pro X,,Gaming,Logitech GX Brown Tactile,RGB,True,Wired,Black
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Purple Tactile,RGB,True,Wired,White
Mad Catz The Authentic S.T.R.I.K.E. 4,109.98,Gaming,Cherry MX Red,Multicolor,False,Wired,Black / Silver
Velocifire TKL78,,Standard,Outemu Brown,Blue,True,Wired,Black
Targus KB55,18.92,Slim,,,True,Bluetooth Wireless,Black
Das Keyboard 4Q,199.0,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,False,Wired,Black
Adesso AKB-111UB,14.99,Mini,,,True,Wired,Black
Monoprice Dark Matter Collider,,Gaming,,RGB,False,Wired,Black
Cooler Master MK730,109.69,Gaming,Cherry MX Brown,RGB,True,Wired,Black
Kinesis Gaming KB600,339.0,Ergonomic,Cherry MX Brown,,True,Wired,Black / Blue
Keychron K2 Hot-swappable,,Gaming,Gateron Red,White,True,Wireless,Black / White
Logitech MK710,79.99,Ergonomic,,,False,Wireless,Black
Keychron V6 QMK Knob,,Standard,Keychron K Pro Brown,,False,"Wired, Wired",Black
Cooler Master CK530,,Gaming,Gateron Red,RGB,True,Wired,
RK Royal Kludge RK71,,Gaming,RK Red,RGB,True,Bluetooth Wireless,Black
Logitech K780,64.99,Slim,,,False,Wireless,Black
Logitech MX KEYS MINI,86.99,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Black
HP Alloy Origins,,Gaming,HyperX Red,RGB,False,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,True,Wired,Black
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Black
Corsair K65 RGB MINI,,Mini,Cherry MX Red,RGB,True,Wired,White
Ducky One 2 Mini,,Standard,Cherry MX Speed Silver,RGB,True,Wired,White / Black
Redragon K582-BA,,Standard,Outemu Red,RGB,False,Wired,Black
Corsair Vengeance K65 Compact Mechanical Gaming Keyboard,,Gaming,Cherry MX Red,,True,Wired,Black / Gray
Corsair K63 Lapboard Combo (MX Red w/Blue LED),,Gaming,Cherry MX Red,Blue,True,Wireless,
Drevo Tyrfing V2,,Gaming,Outemu Red,RGB,False,Wired,Black
Keychron K2 Plastic,,Standard,Gateron G Pro Red,White,True,Wireless,Black / Gray
Lenovo Legion K500 RGB,74.79,Gaming,Kailh Red,RGB,False,Wired,Black
HP 631341-B21,,Standard,,,False,Wired,Black
Cooler Master SK620,75.98,Gaming,TTC Brown,RGB,True,Wired,Gray / Black
Perixx PERIBOARD-407W,21.99,Mini,,,False,Wired,White
Cooler Master SK620,52.5,Gaming,TTC Blue,RGB,True,Wired,Silver / White
Logitech G413 SE,,Gaming,Kailh LT Brown,White,True,Wired,Black
ROCCAT Vulcan 121 Aimo RGB,79.98,Gaming,Roccat Titan Brown,RGB,False,Wired,Black
Tecware Tecware Phantom L,,Gaming,Outemu Brown,RGB,True,Wired,Black / Silver
Das Keyboard 4 Professional for Mac,169.0,Standard,Cherry MX Brown,,False,Wired,Black / Purple
Tempest Combo 3000,,Gaming,,RGB,False,Wired,Black
SteelSeries APEX,,Gaming,,RGB,False,Wired,Black
Keychron K5 SE,,Slim,Keychron Optical Red Low Profile,White,False,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master CM Storm Devastator Gaming Bundle,,Gaming,,Blue,False,Wired,Black
Logitech G610,,Gaming,Cherry MX Brown,White,False,Wired,Black
GAMDIAS Hermes M3,,Gaming,Kailh Blue Low Profile,RGB,True,Wired,Black
Varmilo Miya68-C Panda R2,,Standard,EC Sakura V2,White,True,Wired,Black / White
Corsair K60 RGB Pro,,Gaming,Corsair OPX,RGB,True,Wired,Black
Cooler Master SK653,102.28,Gaming,TTC Red Low Profile,RGB,False,Bluetooth Wireless,White / Silver
Corsair K70 RGB MK.2,,Gaming,Cherry MX Blue,RGB,False,Wired,Black
Cooler Master SK620,63.79,Gaming,TTC Brown,RGB,True,Wired,Silver / White
Microsoft Sculpt Ergonomic Keyboard For Business,69.98,Ergonomic,,,False,Wireless,Black
Logitech MK295,28.57,Standard,,,False,Wireless,Black
Corsair K65 RGB MINI Purple Rune,129.99,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Purple / White
Asus TUF Gaming K7,109.99,Gaming,Optical-mech Tactile,RGB,False,Wired,Black
Logitech K830,,Slim,,White,True,Wireless,Black
WASD CODE,,Standard,Cherry MX Clear,White,True,Wired,Black
Razer BlackWidow X Tournament Edition Chroma,,Gaming,Razer Green,RGB,True,Wired,Black
Ducky One 2 Mini,,Standard,Cherry MX Blue,RGB,True,Wired,White / Black
Microsoft 600,49.0,Standard,,,False,Wired,Black
EVGA Z15,49.99,Gaming,Kailh Bronze Speed,RGB,False,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,False,Wired,Black
Logitech K120-TAA Keyboard,35.0,Standard,,,False,Wired,Black
Thermaltake Level 20 RGB Titanium,149.99,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Silver / Black
Rosewill RKM-1000,14.3,Slim,,,False,Wireless,Black
Corsair STRAFE,214.59,Gaming,Cherry MX Blue,Red,False,Wired,Black
A4Tech Bloody Gaming B975,125.99,Gaming,LK Light Strike Libra,RGB,False,Wired,Black / Red
V7 KU200US,17.43,Standard,,,False,Wired,Black
Thermaltake CHALLENGER PRIME,,Gaming,,Multicolor,False,Wired,Black
Corsair K70 RGB,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Redragon Karura K502,,Gaming,,RGB,False,Wired,Black
Gigabyte Aorus K9,,Standard,Flaretech Red,RGB,False,Wired,Black
Redragon K550 RGB YAMA,,Gaming,Outemu Purple,RGB,False,Wired,Black
SteelSeries 68095,44.87,Gaming,,,False,Wired,Black
Rosewill NEON K42,32.79,Gaming,,RGB,False,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Red,RGB,False,Wired,Black
Inland 70119,22.99,Standard,,,False,Wireless,Black
Redragon K585 DITI,36.99,Gaming,Outemu Blue,RGB,False,Wired,Black
Zalman ZM-K400G,23.36,Gaming,,Multicolor,False,Wired,Black
Qisan CCDY003COOT6,69.98,Mini,Cherry MX Brown,White,True,Wired,Silver
Logitech MK120-TAA,,Standard,,,False,Wired,Black
Logitech MX KEYS MINI,96.69,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech G513 Carbon,,Gaming,Romer-G Linear,RGB,False,Wired,Black
Patriot Viper V765,79.98,Gaming,Kailh BOX White,RGB,False,Wired,Silver / Black
Logitech G715,,Gaming,GX Brown,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Keychron K1 SE,,Standard,Keychron Optical Brown Low Profile,RGB,True,"Wired, Bluetooth Wireless",Black / Gray
Logitech K800,,Slim,,White,False,Wireless,Black
Corsair K95 RGB,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Razer BlackWidow Ultimate 2016,,Standard,Razer Green,Green,False,Wired,Black
Alienware AW768,,Gaming,Kailh Brown,RGB,False,Wired,Silver
HAVIT HV-KB390L,,Gaming,Kailh Blue,Blue,True,Wired,Black
Cooler Master SK653,99.99,Gaming,TTC Brown Low Profile,RGB,False,Bluetooth Wireless,White / Silver
Microsoft LXM-00001,44.99,Ergonomic,,,False,Wired,Black
Rosewill NEON K75 V2 BR,51.87,Gaming,Kailh Brown,RGB,False,Wired,Black
Microsoft Desktop 850,39.95,Standard,,,False,Wireless,Black
Ducky One 2 RGB TKL,,Standard,Cherry MX Silent,RGB,True,Wired,Black
Cooler Master SK653,102.28,Gaming,TTC Blue Low Profile,RGB,False,Bluetooth Wireless,White / Silver
Kensington 64370,20.88,Standard,,,False,Wired,Black
Das Keyboard 4 Ultimate,169.0,Standard,Cherry MX Brown,,False,Wired,Black
Drevo BladeMaster TE RGB,,Gaming,Gateron Red,RGB,True,Wired,Black
MSI VIGOR,,Gaming,Kailh BOX White,RGB,False,Wired,Black / Gray
Razer Huntsman Gears of War 5 Edition,298.0,Gaming,Razer Purple Optical Clicky,RGB,False,Wired,Gray / Black
Adesso Multimedia Desktop Keyboard,14.95,Standard,,,False,Wired,Black
Razer Pro Type Ultra - UK,,Standard,Razer Yellow,White,False,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech MK100,50.51,Slim,,,False,Wired,Black
Logitech G19s,419.99,Gaming,,,False,Wired,Black
Cougar DEATHFIRE EX,54.99,Gaming,,Multicolor,False,Wired,Black
Corsair K95 RGB PLATINUM ND,,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
Logitech MK710,79.99,Standard,,,False,Wireless,Black
Corsair K70 RGB MK.2,,Gaming,Cherry MX Silent,RGB,False,Wired,Black
DROP MDX-31827-12,220.0,Gaming,Cherry MX Blue,RGB,True,"Wired, Wired",Black
Razer Blackwidow Tournament Edition,99.99,Gaming,Razer Green,,True,Wired,Black
Cherry MX-Board 3.0 Keyboard,,Standard,Cherry MX Brown,,False,Wired,Black
Cooler Master Devastator II,,Gaming,,Blue,False,Wired,Black
Corsair K70 RAPIDFIRE,,Gaming,Cherry MX Speed Silver,Red,False,Wired,Black
HP HyperX Alloy FPS,,Standard,Cherry MX Red,Red,False,Wired,Black
Asus ROG Claymore,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Corsair K95 RGB,,Standard,Cherry MX Brown,RGB,False,Wired,Black
Targus BUS0399,,Slim,,,True,Wireless,Black
Cooler Master CK550,,Gaming,Gateron Brown,RGB,False,Wired,Black
iKBC CD87 v2,,Standard,Cherry MX Clear,,True,Wired,Black
Asus ROG Strix Scope,,Gaming,ROG NX Brown,RGB,True,Wired,White / Gray
Das Keyboard 4 Ultimate,169.0,Standard,Cherry MX Blue,,False,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,False,Wired,Black
Das Keyboard Prime 13,109.65,Standard,Cherry MX Brown,White,False,Wired,Black
Adesso AKB-138EB,55.22,Gaming,,RGB,False,Wired,Black
Adesso EasyTouch 132,18.59,Standard,,,False,Wired,Black / Yellow
Lenovo Legion K200,,Gaming,,Multicolor,False,Wired,Black / Silver
Lenovo Preferred Pro,28.99,Standard,,,False,Wired,Black
Logitech Wireless Combo MK260,67.93,Standard,,,False,Wireless,Black
TekNmotion Nibiru CK1,23.53,Gaming,,Blue,False,Wired,Black
Verbatim 98111,22.53,Standard,,,False,Wired,Black
Kinesis Gaming Freestyle Edge,209.0,Ergonomic Split,Cherry MX Speed Silver,RGB,True,Wired,Black
Razer BlackWidow V3 - BAPE Edition,199.99,Gaming,Razer Green,RGB,False,Wired,Black / Green
Microsoft Comfort Desktop 5050,69.99,Ergonomic,,,False,Wireless,Black
Razer BlackWidow Ultimate,,Gaming,Razer Green,Green,False,Wired,Black
Tempest K8,,Gaming,,Multicolor,False,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Brown,RGB,False,Wired,Black
DROP CTRL,,Gaming,Cherry MX Blue,RGB,True,Wired,Silver / Black
Razer DeathStalker V2,199.99,Gaming,Razer Purple Low-Profile Optical Clicky,RGB,False,Wired,Black
Ducky One 3 Matcha,,Standard,Cherry MX Silent Red,,True,Wired,Beige / Green
Akko 5087S Shine-Through,,Standard,Akko CS Jelly Purple Tactile,RGB,True,Wired,Black
Corsair Vengeance K90,,Gaming,Cherry MX Red,Blue,False,Wired,Black / Gray
Dell 468-7408 Keyboard,,Standard,,,False,Wired,Black
Dell KB212-B,,Ergonomic,,,False,Wired,Black
Logitech G15,,Standard,,Red,False,Wired,Black / Gray
Microsoft Sculpt Ergonomic Desktop,129.95,Ergonomic,,,False,Wireless,Black
FNATIC Streak RGB,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Ducky Shine 7 Blackout RGB,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Leopold FC750R Black PD,,Standard,Cherry MX Red,,False,Wired,Black
Wooting Two HE,,Gaming,Lekker linear60,RGB,False,Wired,Black
Corsair K65 RGB MINI BUBBLEGUM POP,,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Pink / White
Logitech K740,79.99,Slim,,White,False,Wired,Black
Rii RK105,,Gaming,,RGB,False,Wired,Black
AZIO MK MAC USB,,Standard,Kailh Brown,White,False,Wired,White
Cherry G80-3000LSCEU-2,89.99,Standard,Cherry MX Blue,,False,Wired,Black
i-rocks KR-6421-WH,19.98,Slim,,,False,Wired,White
Rosewill NEON K51B,31.45,Gaming,,RGB,False,Wired,Black
Microsoft QSZ-00001,49.99,Standard,,,False,Bluetooth Wireless,Black
Logitech MX KEYS MINI,85.0,Mini,,,True,"Wired, Wireless, Bluetooth Wireless",Silver
Adesso EasyTouch 625,59.06,Gaming,Kailh Blue,,True,Wired,Black
Corsair K95 RGB PLATINUM DE,,Gaming,Cherry MX Speed Silver,RGB,False,Wired,Black
HP Link-5,28.99,Slim,,,False,Wireless,Black
Corsair K70 RGB PRO UK,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Keychron K3,,Gaming,Optical Blue,RGB,True,Wired,Gray / Black
Corsair Raptor K40,174.6,Gaming,,RGB,False,Wired,Black / Silver
Adesso WKB-1100CB,29.98,Mini,,,False,Wireless,Black
Keychron K2 Plastic,79.98,Standard,Gateron G Pro Blue,White,True,Wireless,Black / Gray
DROP MDX-31827-10,200.0,Gaming,Kailh BOX White,RGB,True,"Wired, Wired",Black
Gigabyte GK-KM3100,,Standard,,,False,Wired,Black
Adesso AKB-132PB,16.32,Standard,,,False,Wired,Black
Razer Blackwidow Ultimate 2014,228.99,Gaming,Razer Green,Green,False,Wired,Black
HP QY776AA,44.0,Standard,,,False,Wired,Black
Cooler Master MasterKeys MK750 (MX Red),,Gaming,Cherry MX Red,RGB,False,Wired,Black
V7 CKU200US,,Standard,,,False,Wired,Black
ROCCAT Isku FX,72.94,Gaming,,Multicolor,False,Wired,Black
Kensington K72436AM,20.95,Standard,,,False,Wired,Black
Logitech Wireless Touch k400,142.45,Slim,,,True,Wireless,White
HP Wireless Classic Desktop,39.99,Standard,,,False,Wireless,Black
Corsair K70 LUX RGB,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Razer BlackWidow Chroma V2,,Gaming,Razer Orange,RGB,False,Wired,Black
Cougar Vantar,,Gaming,,RGB,False,Wired,Black
Ducky One 2 RGB TKL,,Standard,Cherry MX Red,,True,Wired,Black
Ducky Shine 7 RGB,,Standard,Cherry MX Brown,RGB,False,Wired,Gray
DROP CTRL,220.0,Gaming,Kailh Halo True,RGB,True,Wired,Silver / Black
Kinesis Gaming Freestyle Edge,199.0,Ergonomic Split,Cherry MX Blue,RGB,True,Wired,Black
Happy Hacking Professional 2,,Mini,Topre 45g,,True,Wired,Gray
Corsair Vengeance K95,,Gaming,Cherry MX Red,Blue,False,Wired,Black
Cobra Polygon,,Gaming,,,False,Wired,Black / Blue
Logitech Corded Keyboard K280e,,Standard,,,False,Wired,Black
Corsair K65 RGB,,Gaming,Cherry MX Red,RGB,True,Wired,Black
G.Skill RIPJAWS KM780 RGB,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
Corsair K95 RGB,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Trust GXT 280,,Gaming,,Multicolor,False,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Red,Blue,True,Wired,White
AUKEY KM-G12,,Gaming,Outemu Blue,RGB,False,Wired,Black
Ducky Mecha Mini v2,,Mini,Cherry MX Brown,RGB,True,Wired,Black
Keychron K2 Hot-swappable,,Gaming,Gateron Red,RGB,True,Wireless,Black / White
Keychron K5 SE,,Slim,Keychron Optical Brown Low Profile,White,False,"Wired, Bluetooth Wireless",Black / Gray
Keychron V6 QMK Knob,,Standard,Keychron K Pro Red,,False,"Wired, Wired",Black
Logitech K375s,34.99,Standard,,,False,Bluetooth Wireless,Black
Rottay TH-306,39.99,Gaming,Outemu Brown,RGB,False,Wired,White / Black
Corsair STRAFE RGB MK.2,,Gaming,Cherry MX Silent,RGB,False,Wired,
ROCCAT Vulcan TKL,84.99,Gaming,Roccat Titan Brown,RGB,True,Wired,Black
Das Keyboard X50Q,129.0,Gaming,Gamma Zulu Tactile,RGB,False,Wired,Black
A4Tech KD-126,22.99,Standard,,Blue,False,Wired,Black
Perixx PERIDUO-707W PLUS,29.99,Standard,,,True,Wireless,White
Topre Realforce 87U,,Slim,Topre Variable,Blue,True,Wired,White / Gray
Microsoft 850,23.99,Standard,,,False,Wireless,Black
Keychron K2 Hot-swappable,,Gaming,Gateron Brown,White,True,Wireless,Black / White
Microsoft Designer Bluetooth Desktop,75.69,Slim,,,False,Bluetooth Wireless,Black
Qisan CCDY003COOT7,69.98,Mini,Cherry MX Blue,Blue,True,Wired,Silver
Logitech MK520,99.99,Slim,,,False,Wireless,Black
Tempest Doom,,Gaming,H-Mech Red,RGB,False,Wired,Black
DROP MDX-31827-13,220.0,Gaming,Cherry MX Brown,RGB,True,"Wired, Wired",Black
Apple MB110LL/B,,Standard,,,False,Wired,White
Microsoft SIDEWINDER X4,,Gaming,,Red,False,Wired,Black
Cherry STREAM XT,,Standard,,,False,Wired,Black
Kensington K64370A,33.53,Standard,,,False,Wired,Black
Lenovo 0A34045,,Standard,,,False,Wireless,Black
Corsair Vengeance K70,,Gaming,Cherry MX Brown,Red,False,Wired,Black
Corsair K70,,Gaming,Cherry MX Red,Red,False,Wired,Black
Cooler Master OCTANE,,Gaming,,Multicolor,False,Wired,Black
AZIO MGK1-K,,Gaming,Kailh Brown,White,False,Wired,Black
Corsair K65 LUX RGB,,Gaming,Cherry MX Red,RGB,True,Wired,Black
Corsair K66,,Gaming,Cherry MX Red,,False,Wired,Black
Asus ROG Horus GK2000 RGB UK,,Gaming,Cherry MX Red,RGB,False,Wired,
Razer Orbweaver Chroma Elite RGB Gaming Keypad,,Gaming,Razer Green,RGB,False,Wired,Black
Tesoro Gram Spectrum (White w/Blue Switches),,Gaming,Tesoro Agile Blue,RGB,False,Wired,White
HP HyperX Alloy FPS Pro,,Gaming,Cherry MX Blue,Red,True,Wired,Black
MSI VIGOR GK80,,Gaming,Cherry MX Red,RGB,False,Wired,Black
Happy Hacking Professional,,Mini,Topre 45g,,True,Bluetooth Wireless,Black
Logitech G512 CARBON,,Gaming,Romer-G Linear,RGB,False,Wired,Black
Unicomp Ultra Classic Black,,Standard,Unicomp Buckling Spring,,False,Wired,Black / White
Corsair K70 LUX (MX Red),,Gaming,Cherry MX Red,Red,False,Wired,Black
Cooler Master SK621,,Slim,Cherry MX Low Profile Red,RGB,True,Bluetooth Wireless,Black
Cooler Master CK550,,Gaming,Gateron Blue,RGB,False,Wired,Black
Ducky Shine 7 Blackout RGB,,Gaming,Cherry MX Silent Red,RGB,False,Wired,Black
Redragon K551-RGB,,Gaming,Outemu Blue,RGB,False,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,False,Wired,Black
Razer Pro Type Ultra - DE,,Standard,Razer Yellow,White,False,"Wired, Wireless, Bluetooth Wireless",White / Gray
Logitech G715,,Gaming,GX Brown,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Logitech G715,,Gaming,GX Red,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Logitech G715,,Gaming,GX Red,RGB,True,"Wired, Wireless, Bluetooth Wireless",White
Keychron V6 QMK,,Standard,Keychron K Pro Brown,,False,"Wired, Wired",Translucent Black
Das Keyboard Model S Professional,119.0,Standard,Cherry MX Blue,,False,Wired,Black
Logitech K360,44.95,Slim,,,False,Wireless,Silver
ROCCAT RYOS MK FX,92.99,Gaming,Cherry MX Brown,RGB,False,Wired,Black
HP Pavilion 500,129.97,Gaming,Gateron Red,Multicolor,False,Wired,Black
Logitech G413 SE,,Gaming,Kailh LT Brown,White,True,Wired,Black
HP B1T09AT#ABA,25.24,Standard,,,False,Wired,Black
Cherry G80-1800 Keyboard,98.6,Standard,Cherry MX Black,,False,Wired,Gray
Logitech K750,62.99,Slim,,,False,Wireless,Black
Kensington Pro Fit Wireless Media Desktop Set,39.97,Ergonomic,,,False,Wireless,Black
Cherry G80-8113LUVEU-2,299.0,Standard,,,False,Wired,Black
HP HyperX Alloy FPS,,Standard,Cherry MX Blue,Red,False,Wired,Black
FNATIC miniSTREAK RGB,184.11,Gaming,Cherry MX Brown,RGB,True,Wired,Black
Cooler Master SK653,144.59,Gaming,TTC Blue Low Profile,RGB,False,Bluetooth Wireless,Gray / Black
Razer Pro Type Ultra - FR,,Standard,Razer Yellow,White,False,"Wired, Wireless, Bluetooth Wireless",White / Gray
IOGEAR Kaliber Gaming,39.99,Standard,,,False,Wireless,Black
Microsoft Desktop 3050,58.84,Standard,,,False,Wireless,Black
Asus Cerberus,,Gaming,,Red / Blue,False,Wired,Black
Filco Ninja Majestouch-2 TKL,156.41,Standard,Cherry MX Red,,True,Wired,Black
HP Z9N38AA#ABA,40.1,Slim,,,False,Wired,Black
Kinesis Gaming Freestyle Edge,199.0,Ergonomic Split,Cherry MX Red,RGB,True,Wired,Black
Cooler Master SK653,121.99,Gaming,TTC Brown Low Profile,RGB,False,Bluetooth Wireless,Gray / Black
Adesso WKB-1330CB,23.95,Standard,,,False,Wireless,Black
SteelSeries 6Gv2,,Standard,Cherry MX Black,,False,Wired,Black
V7 Standard PS/2 Keyboard,,Standard,,,False,Wired,Black
Razer Tartarus,,Gaming,,Green,True,Wired,Black
HP Elite v2,,Slim,,,False,Wireless,Black
Rosewill RK-9000V2,,Standard,Cherry MX Blue,,False,Wired,Black
Logitech MX800,,Standard,,White,False,Wireless,Black
Corsair STRAFE RGB,,Gaming,Cherry MX Brown,RGB,False,Wired,Black
AmazonBasics KU-0833,,Standard,,,False,Wired,Black
Redragon K551,,Gaming,Outemu Blue,Red,False,Wired,Black / Red
