name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Kingston FURY Beast 16 GB,64.99,"[5, 5200]","[2, 8]",4.062,Black,15.385,40.0
TEAMGROUP TED48G2400C1601 8 GB,15.99,"[4, 2400]","[1, 8]",1.999,,13.333,16.0
Silicon Power XPOWER Turbine RGB 16 GB,39.99,"[4, 3200]","[2, 8]",2.499,Silver / Black,10.0,16.0
Corsair Vengeance RGB RS 16 GB,59.99,"[4, 3200]","[2, 8]",3.749,Black / Gray,10.0,16.0
Corsair Dominator Platinum RGB 32 GB,159.99,"[5, 6000]","[2, 16]",5.0,Black,10.0,30.0
ADATA XPG Z1 16 GB,35.99,"[4, 3200]","[2, 8]",2.249,Red,10.0,16.0
Corsair Dominator Platinum RGB 32 GB,149.99,"[5, 5600]","[2, 16]",4.687,White,12.857,36.0
Corsair Vengeance RGB Pro 64 GB,1690.93,"[4, 3200]","[4, 16]",26.421,Black,10.0,16.0
Corsair Vengeance LPX 64 GB,154.0,"[4, 3200]","[4, 16]",2.406,Black / Yellow,10.0,16.0
Kingston FURY Renegade 16 GB,221.2,"[4, 5333]","[2, 8]",13.825,Black,7.5,20.0
ADATA XPG SPECTRIX D60G 16 GB,,"[4, 3200]","[2, 8]",,,10.0,16.0
PNY XLR8 16 GB,60.99,"[4, 3600]","[2, 8]",3.812,Black,10.0,18.0
G.Skill Trident Z RGB 32 GB,97.99,"[4, 4000]","[2, 16]",3.062,Black,9.0,18.0
G.Skill TridentZ RGB 32 GB,203.47,"[4, 4800]","[2, 16]",6.358,Black,8.333,20.0
Corsair Vengeance RGB Pro 32 GB,64.99,"[4, 3000]","[2, 16]",2.031,Black,10.667,16.0
Corsair Vengeance RGB 64 GB,217.99,"[5, 6000]","[2, 32]",3.406,Black,10.0,30.0
Corsair Vengeance RGB Pro SL 32 GB,116.99,"[4, 3600]","[4, 8]",3.656,White,10.0,18.0
Corsair Vengeance RGB Pro 32 GB,110.34,"[4, 3200]","[2, 16]",3.448,Black,10.0,16.0
Crucial CT16G4DFRA32A 16 GB,28.99,"[4, 3200]","[1, 16]",1.812,Green,13.75,22.0
Corsair Vengeance RGB Pro SL 16 GB,67.98,"[4, 3600]","[2, 8]",4.249,Black,10.0,18.0
G.Skill Trident Z5 Neo RGB 32 GB,106.99,"[5, 6000]","[2, 16]",3.343,Black,12.0,36.0
Crucial CT16G48C40U5 16 GB,39.99,"[5, 4800]","[1, 16]",2.499,Black,16.667,40.0
TEAMGROUP Elite 16 GB,29.99,"[4, 3200]","[2, 8]",1.874,Black,13.75,22.0
TEAMGROUP T-Force Delta RGB 32 GB,66.98,"[4, 3200]","[2, 16]",2.093,White,10.0,16.0
G.Skill Ripjaws V 8 GB,69.98,"[4, 2400]","[1, 8]",8.748,Red,12.5,15.0
ADATA XPG LANCER RGB 32 GB,109.99,"[5, 6000]","[2, 16]",3.437,White,13.333,40.0
Kingston FURY Beast 16 GB,39.99,"[4, 3200]","[1, 16]",2.499,Black,10.0,16.0
G.Skill Trident Z 32 GB,754.94,"[5, 6000]","[2, 16]",23.592,White / Black,13.333,40.0
Corsair Vengeance RGB 32 GB,99.99,"[5, 5600]","[2, 16]",3.125,Black / Gray,12.857,36.0
G.Skill Ripjaws V 128 GB,259.99,"[4, 3600]","[4, 32]",2.031,Black,10.0,18.0
Crucial CT2K32G48C40U5 64 GB,160.65,"[5, 4800]","[2, 32]",2.51,Black,16.667,40.0
Corsair Vengeance RGB 64 GB,219.99,"[5, 6000]","[2, 32]",3.437,White / Black,13.333,40.0
Kingston FURY Beast 16 GB,34.99,"[4, 3200]","[2, 8]",2.187,Black / Silver,10.0,16.0
Patriot Viper Elite II 8 GB,19.98,"[4, 3200]","[1, 8]",2.498,Red / Black,11.25,18.0
Samsung Green 8 GB,,"[4, 2133]","[1, 8]",,Green / Black,14.065,15.0
ADATA XPG GAMMIX D45 16 GB,58.56,"[4, 3600]","[2, 8]",3.66,White,10.0,18.0
Kingston FURY Beast 64 GB,155.6,"[4, 3200]","[2, 32]",2.431,Black / Silver,10.0,16.0
Kingston FURY Beast 64 GB,248.05,"[5, 6000]","[2, 32]",3.876,Black / Silver,12.0,36.0
Corsair Dominator Platinum RGB 32 GB,184.99,"[4, 3600]","[4, 8]",5.781,White,10.0,18.0
G.Skill Trident Z5 RGB 32 GB,214.99,"[5, 7600]","[2, 16]",6.718,Black,9.474,36.0
TEAMGROUP T-Force Delta RGB 32 GB,84.99,"[5, 5600]","[2, 16]",2.656,Black,12.857,36.0
Corsair Dominator Platinum RGB 32 GB,214.99,"[5, 7200]","[2, 16]",6.718,Black,9.444,34.0
G.Skill Trident Z5 RGB 32 GB,139.99,"[5, 6800]","[2, 16]",4.375,Black / Silver,10.0,34.0
Kingston FURY Beast RGB 16 GB,92.43,"[5, 6000]","[2, 8]",5.777,Black,12.0,36.0
G.Skill Ripjaws X 16 GB,38.32,"[3, 1600]","[2, 8]",2.395,Black / Red,12.5,10.0
G.Skill Trident Z5 RGB 32 GB,245.99,"[5, 7800]","[2, 16]",7.687,Silver / Black,9.231,36.0
Corsair Dominator Platinum RGB 32 GB,189.99,"[5, 6600]","[2, 16]",5.937,Black,9.697,32.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,39.97,"[4, 3200]","[2, 8]",2.498,Black,10.0,16.0
Kingston Fury Renegade RGB 32 GB,113.4,"[4, 3600]","[2, 16]",3.544,Black / Silver,8.889,16.0
Corsair Vengeance RGB Pro 32 GB,139.99,"[4, 3600]","[4, 8]",4.375,Black,10.0,18.0
Corsair Vengeance RGB 32 GB,122.69,"[5, 6400]","[2, 16]",3.834,White / Black,11.25,36.0
Crucial CT2K4G4DFS824A 8 GB,18.98,"[4, 2400]","[2, 4]",2.373,Green,14.167,17.0
Kingston Fury Renegade RGB 32 GB,169.99,"[5, 6400]","[2, 16]",5.312,Silver / Black,10.0,32.0
Patriot Viper 4 16 GB,125.0,"[4, 3200]","[2, 8]",7.812,Red / Black,10.0,16.0
Kingston FURY Beast 32 GB,119.99,"[5, 6000]","[1, 32]",3.75,Black / Silver,12.0,36.0
TEAMGROUP T-Force Vulcan Z 16 GB,36.99,"[4, 3600]","[2, 8]",2.312,Red,10.0,18.0
TEAMGROUP T-Force Vulcan Z 16 GB,33.99,"[4, 3200]","[2, 8]",2.124,Red,10.0,16.0
TEAMGROUP T-Force Xtreem ARGB 32 GB,84.99,"[4, 3600]","[2, 16]",2.656,White,10.0,18.0
G.Skill Trident Z Royal 16 GB,77.98,"[4, 3200]","[2, 8]",4.874,Silver,10.0,16.0
Supermicro MEM-DR412L-SL02-LR26 128 GB,,"[4, 2666]","[1, 128]",,Green / Black,16.504,22.0
TEAMGROUP T-Force Vulcan 32 GB,79.98,"[5, 5600]","[2, 16]",2.499,Red,11.429,32.0
Corsair Vengeance 32 GB,144.99,"[5, 6600]","[2, 16]",4.531,Black,9.697,32.0
Corsair Dominator Platinum RGB 64 GB,289.99,"[5, 6000]","[2, 32]",4.531,Black,10.0,30.0
Silicon Power GAMING 16 GB,32.97,"[4, 3600]","[2, 8]",2.061,Gray / Silver,10.0,18.0
Corsair Vengeance LPX 16 GB,43.94,"[4, 2666]","[2, 8]",2.746,Black / Yellow,12.003,16.0
Crucial Ballistix MAX 16 GB,995.0,"[4, 5100]","[2, 8]",62.188,Black,7.451,19.0
TEAMGROUP T-Force Delta RGB 32 GB,269.99,"[5, 8000]","[2, 16]",8.437,White / Silver,9.5,38.0
G.Skill Ripjaws S5 64 GB,253.99,"[5, 6000]","[2, 32]",3.969,White,10.0,30.0
Corsair Vengeance RGB Pro SL 32 GB,94.99,"[4, 3200]","[2, 16]",2.968,White / Black,10.0,16.0
Corsair Vengeance LPX 32 GB,,"[4, 3200]","[2, 16]",,Black / Yellow,10.0,16.0
G.Skill Aegis 32 GB,75.2,"[4, 2400]","[2, 16]",2.35,Red / Black,14.167,17.0
Corsair Vengeance RGB 64 GB,189.99,"[5, 5200]","[2, 32]",2.969,White / Gray,15.385,40.0
Patriot Signature 8 GB,12.99,"[3, 1600]","[1, 8]",1.624,Black / Green,13.75,11.0
OLOy MD4U1636181CHKDA 32 GB,63.99,"[4, 3600]","[2, 16]",2.0,Black,10.0,18.0
G.Skill Trident Z5 RGB 48 GB,319.99,"[5, 8000]","[2, 24]",6.666,Silver / Black,10.0,40.0
Kingston FURY Beast 32 GB,74.99,"[4, 3200]","[2, 16]",2.343,Black / Silver,10.0,16.0
Corsair Vengeance LPX 64 GB,1071.41,"[4, 4000]","[2, 32]",16.741,Black / Yellow,9.0,18.0
G.Skill Trident Z5 RGB 32 GB,165.99,"[5, 7200]","[2, 16]",5.187,Silver / Black,9.444,34.0
TEAMGROUP Elite 16 GB,42.99,"[5, 5200]","[2, 8]",2.687,Black,16.154,42.0
Corsair Vengeance LPX 128 GB,279.99,"[4, 3200]","[4, 32]",2.187,Black / Yellow,10.0,16.0
Kingston FURY Beast RGB 16 GB,98.14,"[5, 5600]","[2, 8]",6.134,Black,14.286,40.0
G.Skill Flare X5 64 GB,177.99,"[5, 5600]","[2, 32]",2.781,Black / White,12.857,36.0
TEAMGROUP T-Force Delta RGB 32 GB,143.99,"[5, 7200]","[2, 16]",4.5,Black / White,9.444,34.0
TEAMGROUP T-Force Vulcan 16 GB,59.99,"[5, 5200]","[2, 8]",3.749,Black,15.385,40.0
Corsair Vengeance LPX 32 GB,69.98,"[4, 2133]","[2, 16]",2.187,Black / Yellow,12.189,13.0
Silicon Power XPOWER Zenith Gaming 32 GB,79.99,"[5, 5600]","[2, 16]",2.5,Black,14.286,40.0
Corsair Vengeance RGB Pro SL 16 GB,53.99,"[4, 3200]","[2, 8]",3.374,Black,10.0,16.0
Kingston KVR1333D3N9/4G 4 GB,21.22,"[3, 1333]","[1, 4]",5.305,Green,13.503,9.0
G.Skill Ripjaws V 16 GB,34.99,"[4, 3200]","[1, 16]",2.187,Black,10.0,16.0
G.Skill Trident Z5 RGB 64 GB,199.99,"[5, 6000]","[2, 32]",3.125,Black,12.0,36.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,83.99,"[4, 3200]","[2, 8]",5.249,White,10.0,16.0
G.Skill Ripjaws S5 32 GB,104.99,"[5, 6000]","[2, 16]",3.281,White,10.667,32.0
Patriot Viper 4 Blackout 64 GB,109.99,"[4, 3200]","[2, 32]",1.719,Black,10.0,16.0
Corsair Vengeance 64 GB,244.99,"[5, 6200]","[4, 16]",3.828,Black / Gray,10.323,32.0
PROXMEM KERBEROS 32 GB,84.99,"[5, 6000]","[2, 16]",2.656,Black / Silver,12.0,36.0
TEAMGROUP T-Create Expert 64 GB,189.99,"[5, 6400]","[2, 32]",2.969,Black,10.625,34.0
Silicon Power SP016GBLFU320X02 16 GB,,"[4, 3200]","[1, 16]",,,13.75,22.0
Crucial CT2K32G4DFD832A 64 GB,108.25,"[4, 3200]","[2, 32]",1.691,Green / Black,13.75,22.0
G.Skill Ripjaws V 32 GB,97.99,"[4, 3600]","[4, 8]",3.062,Black,8.889,16.0
Patriot Signature Premium 16 GB,34.99,"[4, 2666]","[2, 8]",2.187,Black,14.254,19.0
TEAMGROUP T-Force Delta RGB 64 GB,124.99,"[4, 3600]","[2, 32]",1.953,White,10.0,18.0
Corsair Vengeance RGB 64 GB,207.99,"[5, 6000]","[2, 32]",3.25,Black,13.333,40.0
TEAMGROUP Elite 32 GB,,"[5, 5600]","[2, 16]",,Black,16.429,46.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"[5, 6000]","[2, 16]",,White,13.333,40.0
TEAMGROUP T-Force Delta RGB 32 GB,99.99,"[5, 6400]","[2, 16]",3.125,Black,12.5,40.0
Patriot Viper 4 Blackout 8 GB,21.99,"[4, 3200]","[2, 4]",2.749,Black,11.875,19.0
G.Skill Aegis 8 GB,21.13,"[4, 3000]","[1, 8]",2.641,Black / Red,10.667,16.0
Kingston HyperX Fury 32 GB,,"[4, 3200]","[2, 16]",,Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 16 GB,41.99,"[4, 3000]","[2, 8]",2.624,White,10.667,16.0
Patriot Viper Steel 16 GB,78.99,"[4, 4400]","[2, 8]",4.937,Silver / Black,8.636,19.0
Kingston Server Premier 32 GB,86.41,"[4, 3200]","[1, 32]",2.7,,13.75,22.0
Corsair Dominator Platinum RGB 32 GB,154.99,"[5, 6000]","[2, 16]",4.843,Black,12.0,36.0
Crucial CT25664AA667 2 GB,10.9,"[2, 667]","[1, 2]",5.45,Green,14.993,5.0
G.Skill Trident Z Neo 32 GB,87.99,"[4, 3600]","[2, 16]",2.75,Black / Silver,10.0,18.0
G.Skill Trident Z5 RGB 32 GB,135.99,"[5, 6600]","[2, 16]",4.25,White / Black,10.303,34.0
Corsair Vengeance RGB 32 GB,100.99,"[5, 5600]","[2, 16]",3.156,Black,12.857,36.0
Corsair Dominator Platinum RGB 64 GB,229.99,"[5, 5200]","[2, 32]",3.594,Black,15.385,40.0
Corsair Vengeance 32 GB,109.99,"[5, 6000]","[2, 16]",3.437,Black,12.0,36.0
G.Skill Trident Z5 RGB 32 GB,104.99,"[5, 6000]","[2, 16]",3.281,White / Black,12.0,36.0
G.Skill Trident Z5 RGB 32 GB,117.99,"[5, 5600]","[2, 16]",3.687,Black,10.0,28.0
Patriot Viper Black 16 GB,62.99,"[5, 5600]","[2, 8]",3.937,Black / White,14.286,40.0
TEAMGROUP T-Create Classic 64 GB,164.99,"[5, 6000]","[2, 32]",2.578,Black,16.0,48.0
G.Skill Trident Z5 Neo RGB 32 GB,122.99,"[5, 6000]","[2, 16]",3.843,Black,10.667,32.0
TEAMGROUP T-Force Vulcan Z 32 GB,67.98,"[4, 4000]","[2, 16]",2.124,Gray,9.0,18.0
G.Skill Ripjaws 4 8 GB,,"[4, 2400]","[1, 8]",,Black / Green,12.5,15.0
TEAMGROUP Elite 16 GB,16.98,"[3, 1600]","[2, 8]",1.061,Black,13.75,11.0
Corsair Vengeance 32 GB,159.99,"[5, 7000]","[2, 16]",5.0,Gray,9.714,34.0
PNY XLR8 Gaming EPIC-X RGB 16 GB,44.99,"[4, 3200]","[2, 8]",2.812,Black,10.0,16.0
G.Skill Trident Z RGB 16 GB,69.99,"[4, 3600]","[2, 8]",4.374,Black,8.889,16.0
Corsair Vengeance RGB Pro 64 GB,174.99,"[4, 3600]","[2, 32]",2.734,Black,10.0,18.0
Corsair Vengeance RGB Pro SL 16 GB,67.98,"[4, 3600]","[2, 8]",4.249,White / Black,10.0,18.0
Patriot Signature Line 4 GB,11.99,"[4, 2400]","[1, 4]",2.998,Black / Green,13.333,16.0
Corsair Vengeance LPX 8 GB,24.99,"[4, 3200]","[1, 8]",3.124,Black / Yellow,10.0,16.0
Samsung M386A4G40DM0-CPB 32 GB,28.99,"[4, 2133]","[1, 32]",0.906,Black / Green,14.065,15.0
Kingston FURY Beast RGB 16 GB,49.99,"[4, 3200]","[2, 8]",3.124,Black / Silver,10.0,16.0
TEAMGROUP T-Force Delta RGB 64 GB,179.99,"[5, 6000]","[2, 32]",2.812,Black / Silver,12.667,38.0
G.Skill Trident Z RGB 64 GB,184.99,"[4, 4000]","[2, 32]",2.89,Black,9.0,18.0
G.Skill Trident Z5 RGB 32 GB,,"[5, 8000]","[2, 16]",,Black,9.5,38.0
Kingston HyperX Fury 8 GB,,"[4, 3200]","[1, 8]",,Black / Silver,11.25,18.0
Corsair Dominator Platinum RGB 64 GB,229.99,"[5, 5200]","[2, 32]",3.594,White,15.385,40.0
Kingston HyperX Fury 16 GB,,"[3, 1866]","[2, 8]",,Black / Silver,10.718,10.0
Crucial Ballistix 16 GB,,"[4, 3600]","[2, 8]",,Black,8.889,16.0
G.Skill Ripjaws S5 32 GB,89.99,"[5, 5200]","[2, 16]",2.812,Black,13.846,36.0
Corsair Vengeance LPX 16 GB,43.99,"[4, 3200]","[2, 8]",2.749,Black,10.0,16.0
G.Skill Trident Z5 RGB 48 GB,239.99,"[5, 7200]","[2, 24]",5.0,Black,10.0,36.0
Corsair Vengeance LPX 16 GB,44.99,"[4, 2133]","[2, 8]",2.812,Black / Yellow,12.189,13.0
TEAMGROUP T-Force Vulcan alpha 32 GB,79.98,"[5, 5600]","[2, 16]",2.499,Black / Silver,14.286,40.0
G.Skill Ripjaws S5 96 GB,249.99,"[5, 5600]","[2, 48]",2.604,Black,14.286,40.0
Crucial Ballistix 32 GB,,"[4, 3200]","[2, 16]",,Black,10.0,16.0
G.Skill Aegis 32 GB,55.99,"[4, 3000]","[2, 16]",1.75,Red / Black,10.667,16.0
Corsair Vengeance LPX 16 GB,44.99,"[4, 3000]","[2, 8]",2.812,Black,10.667,16.0
Corsair Vengeance RGB 32 GB,124.99,"[5, 6400]","[2, 16]",3.906,Black,11.25,36.0
G.Skill Trident Z5 RGB 32 GB,104.99,"[5, 6000]","[2, 16]",3.281,Black,12.0,36.0
Patriot Viper Steel 32 GB,64.98,"[4, 3600]","[2, 16]",2.031,Silver / Black,10.0,18.0
Kingston FURY Renegade 64 GB,272.19,"[5, 6000]","[2, 32]",4.253,White / Silver,10.667,32.0
ADATA XPG LANCER 16 GB,,"[5, 5200]","[2, 8]",,Black,14.615,38.0
Mushkin Enhanced Redline Stiletto 32 GB,65.99,"[4, 3600]","[2, 16]",2.062,Black,8.889,16.0
Patriot Viper Black 32 GB,94.99,"[5, 6000]","[2, 16]",2.968,Black / White,12.0,36.0
TEAMGROUP T-Force Delta RGB 32 GB,143.99,"[5, 7200]","[2, 16]",4.5,White / Gray,9.444,34.0
Corsair Vengeance RGB RS 32 GB,79.98,"[4, 3200]","[2, 16]",2.499,Black / Gray,10.0,16.0
Corsair Vengeance RGB RT 32 GB,79.98,"[4, 3600]","[2, 16]",2.499,White / Black,10.0,18.0
Corsair Vengeance LPX 32 GB,94.99,"[4, 3200]","[4, 8]",2.968,Black / Yellow,10.0,16.0
Corsair Dominator Platinum RGB 32 GB,169.99,"[5, 6400]","[2, 16]",5.312,Black,10.0,32.0
G.Skill Trident Z RGB 128 GB,488.99,"[4, 4000]","[4, 32]",3.82,Black,9.0,18.0
Corsair Vengeance 64 GB,229.99,"[5, 6000]","[2, 32]",3.594,Black / Gray,10.0,30.0
Samsung M378A2K43CB1-CTD 16 GB,54.98,"[4, 2666]","[1, 16]",3.436,Green / Black,14.254,19.0
TEAMGROUP T-Force Vulcan alpha 32 GB,80.98,"[5, 6000]","[2, 16]",2.531,Black / Silver,12.667,38.0
G.Skill Ripjaws S5 32 GB,97.99,"[5, 5600]","[2, 16]",3.062,Black,10.714,30.0
Corsair Vengeance RGB 64 GB,204.99,"[5, 5600]","[2, 32]",3.203,Black / Gray,12.857,36.0
G.Skill Trident Z RGB 32 GB,79.98,"[4, 3200]","[2, 16]",2.499,Black,10.0,16.0
G.Skill Flare X 16 GB,69.99,"[4, 3200]","[2, 8]",4.374,Black,8.75,14.0
TEAMGROUP T-Create Expert 32 GB,89.99,"[5, 6400]","[2, 16]",2.812,Black,12.5,40.0
Silicon Power XPOWER Turbine RGB 32 GB,56.99,"[4, 3200]","[2, 16]",1.781,Silver / Black,10.0,16.0
Kingston ValueRAM 8 GB,23.79,"[4, 2666]","[1, 8]",2.974,Green / Black,14.254,19.0
ADATA XPG SPECTRIX D50 32 GB,79.98,"[4, 3200]","[2, 16]",2.499,White,10.0,16.0
Crucial Ballistix 16 GB,89.99,"[4, 3200]","[2, 8]",5.624,White,10.0,16.0
Kingston FURY Beast RGB 32 GB,95.99,"[4, 3600]","[2, 16]",3.0,Black,10.0,18.0
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,33.99,"[4, 3200]","[2, 8]",2.124,Gold / Black,10.0,16.0
Corsair Vengeance 16 GB,54.99,"[5, 5200]","[1, 16]",3.437,Black,15.385,40.0
Corsair Dominator Platinum RGB 64 GB,354.99,"[5, 6400]","[4, 16]",5.547,Black,10.0,32.0
G.Skill Trident Z Neo 32 GB,129.99,"[4, 3600]","[4, 8]",4.062,Silver / Black,10.0,18.0
G.Skill F5-5600J2834F32GX2-TZ5RK 64 GB,209.99,"[5, 5600]","[2, 32]",3.281,Black,10.0,28.0
G.Skill Trident Z Royal 32 GB,115.99,"[4, 4000]","[2, 16]",3.625,Silver,9.0,18.0
Corsair Vengeance 32 GB,104.99,"[5, 5200]","[2, 16]",3.281,White,15.385,40.0
Kingston FURY Beast 64 GB,208.35,"[5, 4800]","[2, 32]",3.255,Black,15.833,38.0
G.Skill Trident Z 32 GB,124.99,"[5, 6400]","[2, 16]",3.906,White / Black,10.0,32.0
Corsair Dominator Platinum RGB 16 GB,54.99,"[4, 3200]","[2, 8]",3.437,Black,10.0,16.0
Kingston FURY Beast 32 GB,115.7,"[5, 4800]","[2, 16]",3.616,Black / Silver,15.833,38.0
Kingston Fury Renegade RGB 32 GB,154.99,"[5, 6000]","[2, 16]",4.843,Silver / Black,10.667,32.0
G.Skill Trident Z5 32 GB,102.99,"[5, 6000]","[2, 16]",3.218,Silver / Black,12.0,36.0
Patriot Viper Steel 8 GB,21.99,"[4, 3200]","[2, 4]",2.749,Silver / Black,10.0,16.0
ADATA XPG GAMMIX D20 32 GB,62.99,"[4, 3200]","[2, 16]",1.968,Black / Silver,10.0,16.0
Kingston FURY Beast 32 GB,79.99,"[4, 3600]","[2, 16]",2.5,Black / Silver,10.0,18.0
Corsair Vengeance LPX 16 GB,49.99,"[4, 3600]","[2, 8]",3.124,Black / Yellow,10.0,18.0
G.Skill Trident Z5 RGB 32 GB,135.99,"[5, 6600]","[2, 16]",4.25,Black,10.303,34.0
Kingston KSM29RD4/64HAR 64 GB,955.66,"[4, 2933]","[1, 64]",14.932,,14.32,21.0
Patriot Viper Steel 8 GB,20.99,"[4, 3200]","[1, 8]",2.624,Silver / Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 32 GB,84.99,"[5, 5600]","[2, 16]",2.656,White,12.857,36.0
Crucial CT8G48C40U5 8 GB,26.36,"[5, 4800]","[1, 8]",3.295,Black,16.667,40.0
Kingston KVR13N9S6/2 2 GB,5.0,"[3, 1333]","[1, 2]",2.5,Black / Green,13.503,9.0
G.Skill Ripjaws V 64 GB,104.99,"[4, 2666]","[2, 32]",1.64,Black,13.503,18.0
Kingston FURY Beast 32 GB,72.98,"[4, 3200]","[1, 32]",2.281,Black,10.0,16.0
ADATA XPG Z1 16 GB,,"[4, 3000]","[2, 8]",,Red / Black,10.667,16.0
G.Skill Trident Z Royal 128 GB,546.49,"[4, 4000]","[4, 32]",4.269,Silver,9.0,18.0
G.Skill Ripjaws V 64 GB,179.99,"[4, 4000]","[2, 32]",2.812,Black,9.0,18.0
ADATA XPG LANCER 32 GB,87.99,"[5, 5200]","[2, 16]",2.75,Black,14.615,38.0
G.Skill Ripjaws V 16 GB,41.99,"[4, 2400]","[2, 8]",2.624,Black / Red,12.5,15.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,65.98,"[4, 3600]","[2, 8]",4.124,White,10.0,18.0
G.Skill Trident Z5 RGB 32 GB,117.99,"[5, 5600]","[2, 16]",3.687,White / Black,10.0,28.0
G.Skill Ripjaws V 64 GB,149.99,"[4, 3600]","[4, 16]",2.344,Black,10.0,18.0
Corsair Dominator Platinum RGB 32 GB,139.99,"[5, 5200]","[2, 16]",4.375,Black / Silver,15.385,40.0
Klevv CRAS X RGB 16 GB,45.99,"[4, 3600]","[2, 8]",2.874,Black,10.0,18.0
G.Skill Ripjaws S5 64 GB,209.99,"[5, 6000]","[2, 32]",3.281,Black,10.667,32.0
Kingston FURY Beast 16 GB,60.93,"[5, 5200]","[1, 16]",3.808,Black / Silver,15.385,40.0
ADATA XPG GAMMIX D30 16 GB,,"[4, 3200]","[2, 8]",,Silver / Black,10.0,16.0
G.Skill Ripjaws S5 64 GB,167.99,"[5, 5200]","[2, 32]",2.625,Black,13.846,36.0
Corsair Vengeance 192 GB,594.99,"[5, 5200]","[4, 48]",3.099,Black,14.615,38.0
Corsair Dominator Platinum RGB 32 GB,164.99,"[5, 6000]","[2, 16]",5.156,White,12.0,36.0
G.Skill Ripjaws V 128 GB,259.99,"[4, 3200]","[4, 32]",2.031,Black,10.0,16.0
Corsair Vengeance 8 GB,49.99,"[3, 1600]","[2, 4]",6.249,Black / Silver,11.25,9.0
Corsair Vengeance RGB Pro 16 GB,59.99,"[4, 3000]","[2, 8]",3.749,Black,10.667,16.0
Gigabyte AORUS RGB 32 GB,,"[5, 6000]","[2, 16]",,Black,13.333,40.0
Kingston ValueRAM 4 GB,30.64,"[2, 800]","[2, 2]",7.66,Green,15.0,6.0
TEAMGROUP T-Create Classic 64 GB,154.99,"[5, 5600]","[2, 32]",2.422,Black,16.429,46.0
PNY XLR8 32 GB,58.99,"[4, 3200]","[2, 16]",1.843,Black / Red,10.0,16.0
Corsair Dominator Platinum RGB 32 GB,453.45,"[5, 5200]","[2, 16]",14.17,Black,14.615,38.0
Kingston FURY Beast 16 GB,75.7,"[5, 5600]","[2, 8]",4.731,Black,14.286,40.0
G.Skill Ripjaws S5 64 GB,194.99,"[5, 5600]","[2, 32]",3.047,White,10.0,28.0
Corsair Vengeance LPX 8 GB,34.99,"[4, 2666]","[2, 4]",4.374,Black / Yellow,12.003,16.0
TEAMGROUP Elite 16 GB,34.99,"[5, 5200]","[1, 16]",2.187,Black,16.154,42.0
OLOy Blade 32 GB,131.99,"[5, 6400]","[2, 16]",4.125,Black,10.0,32.0
Corsair Vengeance RGB 64 GB,280.99,"[5, 6200]","[4, 16]",4.39,Black / Gray,10.323,32.0
Kingston FURY Beast 16 GB,69.99,"[5, 4800]","[2, 8]",4.374,Black,15.833,38.0
Corsair Vengeance 64 GB,179.99,"[5, 5200]","[2, 32]",2.812,White,15.385,40.0
Crucial CT32G48C40U5 32 GB,77.99,"[5, 4800]","[1, 32]",2.437,Black,16.667,40.0
Corsair Vengeance RGB 64 GB,249.99,"[5, 6400]","[4, 16]",3.906,Black / Gray,10.0,32.0
G.Skill Trident Z 32 GB,114.99,"[5, 6000]","[2, 16]",3.593,Black,10.0,30.0
TEAMGROUP Elite Plus 16 GB,37.99,"[5, 4800]","[2, 8]",2.374,Black,16.667,40.0
TEAMGROUP T-Force Delta RGB 16 GB,41.99,"[4, 3000]","[2, 8]",2.624,Black,10.667,16.0
Corsair Vengeance RGB Pro SL 32 GB,99.99,"[4, 3600]","[2, 16]",3.125,Black,10.0,18.0
G.Skill Ripjaws S5 32 GB,108.99,"[5, 6000]","[2, 16]",3.406,White,10.0,30.0
Patriot Viper Elite II 16 GB,27.99,"[4, 2666]","[1, 16]",1.749,Red / Black,12.003,16.0
Mushkin Enhanced Redline Stiletto 32 GB,62.99,"[4, 3600]","[2, 16]",1.968,Black,10.0,18.0
TEAMGROUP T-Force Vulcan Z 16 GB,44.99,"[4, 4000]","[2, 8]",2.812,Gray,9.0,18.0
Corsair Vengeance RGB 32 GB,159.99,"[5, 6600]","[2, 16]",5.0,Black,9.697,32.0
TEAMGROUP Elite 8 GB,17.98,"[4, 2666]","[1, 8]",2.248,Black,14.254,19.0
ADATA XPG GAMMIX D10 16 GB,104.16,"[4, 3200]","[2, 8]",6.51,Black / White,10.0,16.0
G.Skill Trident Z Neo 32 GB,97.99,"[4, 4000]","[2, 16]",3.062,Black / Silver,9.0,18.0
Corsair Vengeance LPX 32 GB,67.99,"[4, 3600]","[2, 16]",2.125,Black,10.0,18.0
TEAMGROUP Elite Plus 64 GB,147.99,"[5, 4800]","[2, 32]",2.312,Black,16.667,40.0
Corsair Vengeance RGB 32 GB,129.99,"[5, 6000]","[2, 16]",4.062,Black / Gray,10.0,30.0
Timetec PINNACLE Konduit 16 GB,29.99,"[4, 3200]","[1, 16]",1.874,White,10.0,16.0
