name,price,capacity,price_per_gb,type,cache,form_factor,interface
Seagate IronWolf NAS,139.99,6000.0,0.023,5400,256.0,3.5,SATA 6.0 Gb/s
Toshiba X300,92.99,4000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue,113.0,1000.0,0.113,SSD,,M.2-2280,M.2 SATA
Lexar NM620,27.99,512.0,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS2241,220.86,4000.0,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY XLR8 CS3040,49.33,1000.0,0.049,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 520,129.99,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black AN1500,424.91,4000.0,0.106,SSD,,PCIe,PCIe x8
Western Digital Blue SA510,47.99,1000.0,0.048,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST4000NM0024,,4000.0,,7200,128.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS,,8000.0,,SSD,,PCIe,PCIe x16
ADATA XPG SPECTRIX S40G RGB,34.99,512.0,0.068,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte Gen3 2500E,36.99,1000.0,0.037,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Pro,369.99,20000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s
Solidigm P41 Plus,28.99,500.0,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530,68.34,500.0,0.137,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro,299.99,18000.0,0.017,7200,,3.5,SATA 6.0 Gb/s
Patriot P310,22.99,480.0,0.048,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea A440 Pro,62.99,1000.0,0.063,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,41.5,500.0,0.083,5400,32.0,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,111.22,4000.0,0.028,5400,128.0,2.5,SATA 6.0 Gb/s
Western Digital Blue,95.0,500.0,0.19,SSD,,M.2-2280,M.2 SATA
Corsair CSSD-F4000GBMP600PXT,394.99,4000.0,0.099,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MQ01ABD032,12.94,320.0,0.04,5400,8.0,2.5,SATA 3.0 Gb/s
SK Hynix ‎SHGP31-2000GM-2,94.39,2000.0,0.047,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO NH,64.99,1000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,65.0,250.0,0.26,SSD,,2.5,SATA 6.0 Gb/s
Samsung 990 Pro w/Heatsink,,4000.0,,SSD,4096.0,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 GS,109.99,2000.0,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland TD510,264.99,2000.0,0.132,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Caviar Green,42.99,1000.0,0.043,5400,64.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,323.76,10000.0,0.032,7200,256.0,3.5,SATA 6.0 Gb/s
Intel 660p,99.95,1000.0,0.1,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Leven JPS800,72.98,2000.0,0.036,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY CS1031,78.78,1000.0,0.079,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Plus,129.99,6000.0,0.022,5400,256.0,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO NH,359.99,4000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston SSDNow V300,77.05,120.0,0.642,SSD,,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,130.41,250.0,0.522,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red Plus,249.99,14000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s
Addlink S70,43.66,1000.0,0.044,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO,139.99,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,49.99,1000.0,0.05,5400,128.0,2.5,SATA 6.0 Gb/s
SanDisk Ultra 3D,36.99,500.0,0.074,SSD,,2.5,SATA 6.0 Gb/s
Samsung 840 Evo,,120.0,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,26.99,480.0,0.056,SSD,,2.5,SATA 6.0 Gb/s
Crucial P1,,500.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket,44.99,512.0,0.088,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,104.99,6000.0,0.017,5400,256.0,3.5,SATA 6.0 Gb/s
KIOXIA EXCERIA,57.22,500.0,0.114,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel 660p,95.0,512.0,0.186,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro NAS,299.99,18000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO,122.99,2000.0,0.061,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530 w/Heatsink,379.99,4000.0,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP33 PRO,29.99,512.0,0.059,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP Cardea A440,115.99,2000.0,0.058,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda,202.81,2000.0,0.101,,,2.5,SATA 6.0 Gb/s
Inland QN322,44.99,1000.0,0.045,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power XS70,,1000.0,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,180.27,1000.0,0.18,10000,64.0,3.5,SATA 6.0 Gb/s
ADATA XPG SPECTRIX S40G RGB,445.0,4000.0,0.111,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP EX900,18.98,250.0,0.076,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Patriot P210,22.49,512.0,0.044,SSD,,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,72.5,2000.0,0.036,5400,128.0,2.5,SATA 6.0 Gb/s
TEAMGROUP CX2,71.95,2000.0,0.036,SSD,,2.5,SATA 6.0 Gb/s
ADATA Legend 960,129.25,2000.0,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Mushkin Vortex Redline,64.98,1000.0,0.065,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red,54.99,2000.0,0.027,5400,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP MP33,17.99,128.0,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Solidigm P44 Pro,44.99,512.0,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M470,79.99,1000.0,0.08,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A80,27.97,512.0,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA ATOM 30,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q4,99.99,2000.0,0.05,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO LPX,124.99,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 520,118.99,1000.0,0.119,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P5,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 950 PRO,,256.0,,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Seagate EXOS Enterprise,219.99,14000.0,0.016,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,124.99,4000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Green SN350,38.99,960.0,0.041,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea Z44L,29.99,500.0,0.06,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO,369.99,4000.0,0.092,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MS30,17.98,256.0,0.07,SSD,,M.2-2280,M.2 SATA
Seagate Barracuda Compute,72.48,3000.0,0.024,5400,256.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,124.99,4000.0,0.031,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,249.99,16000.0,0.016,7200,256.0,3.5,SATA 6.0 Gb/s
TEAMGROUP CX2,21.49,512.0,0.042,SSD,,2.5,SATA 6.0 Gb/s
PNY CS1031,62.66,500.0,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 840,47.99,1000.0,0.048,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba P300,89.62,3000.0,0.03,7200,64.0,3.5,SATA 6.0 Gb/s
TEAMGROUP EX2,22.99,512.0,0.045,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X16,259.99,16000.0,0.016,7200,256.0,3.5,SATA 6.0 Gb/s
PNY CS900,181.44,4000.0,0.045,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP GX2,47.99,1000.0,0.048,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,209.99,8000.0,0.026,7200,256.0,3.5,SATA 6.0 Gb/s
Gigabyte GP-GSTFS31240GNTD,19.76,240.0,0.082,SSD,,2.5,SATA 6.0 Gb/s
Kingston A2000,39.95,250.0,0.16,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power P34A80,78.97,2000.0,0.039,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Nytro Enterprise,,15360.0,,SSD,,2.5,SAS 12.0 Gb/s
Western Digital Green,50.0,120.0,0.417,SSD,,2.5,SATA 6.0 Gb/s
Kingston Fury Renegade with Heat Sink,175.15,2000.0,0.088,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial P2,,250.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 GS,34.99,500.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480,480.0,2000.0,0.24,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Inland Performance Plus,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,35.29,1000.0,0.035,5400,8.0,2.5,SATA 6.0 Gb/s
Seagate Exos X22,519.39,22000.0,0.024,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate Exos X18,278.19,12000.0,0.023,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,289.19,8000.0,0.036,7200,256.0,3.5,SATA 6.0 Gb/s
Sabrent Rocket,299.99,4000.0,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan Z,15.99,256.0,0.062,SSD,,2.5,SATA 6.0 Gb/s
Kingston KC600,53.66,512.0,0.105,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S11 Pro,66.19,512.0,0.129,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red,54.9,3000.0,0.018,5400,256.0,3.5,SATA 6.0 Gb/s
Silicon Power A80,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Professional,20.99,256.0,0.082,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket Q4,49.99,1000.0,0.05,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU800,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X18,199.99,14000.0,0.014,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN850P for PS5,129.99,1000.0,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel Optane P1600X,32.99,58.0,0.569,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NS100,24.99,512.0,0.049,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black AN1500,209.99,1000.0,0.21,SSD,,PCIe,PCIe x8
Western Digital Black SN750,198.33,2000.0,0.099,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A55,36.97,1000.0,0.037,SSD,,M.2-2280,M.2 SATA
Western Digital Green,19.99,240.0,0.083,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket,139.99,2000.0,0.07,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SPECTRIX S40G RGB,37.99,256.0,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan Z,161.99,4000.0,0.04,SSD,,2.5,SATA 6.0 Gb/s
Seagate ST6000NM0024,79.98,6000.0,0.013,7200,128.0,3.5,SATA 6.0 Gb/s
Western Digital Gold,349.29,18000.0,0.019,7200,512.0,3.5,SATA 6.0 Gb/s
Seagate ST500LM021,18.44,500.0,0.037,7200,32.0,2.5,SATA 6.0 Gb/s
HP EX900,24.99,500.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU800,41.09,256.0,0.161,SSD,,2.5,SATA 6.0 Gb/s
SK Hynix Gold S31 1000,,1000.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X14,199.0,12000.0,0.017,7200,256.0,3.5,SATA 6.0 Gb/s
Toshiba HDD2J92,,640.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Patriot P300,37.99,1000.0,0.038,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M480 PLAY,189.99,2000.0,0.095,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
PNY CS3140,109.99,2000.0,0.055,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S11 Pro,79.19,1000.0,0.079,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA SU800,180.13,1000.0,0.18,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max RGB Lite,70.98,1000.0,0.071,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP510,69.98,960.0,0.073,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Mushkin Gamma,989.99,8000.0,0.124,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Cardea Zero Z330,46.99,1000.0,0.047,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 905P,4500.0,1500.0,3.0,SSD,,2.5,U.2
SanDisk Ultra 3D,47.99,1000.0,0.048,SSD,,2.5,SATA 6.0 Gb/s
Enmotus FuzeDrive,,1550.0,,SSD,131072.0,M.2-2280,M.2 PCIe 3.0 X4
PNY XLR8 CS3040,99.99,2000.0,0.05,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP MP34Q,,8000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Pulsar.2,,800.0,,SSD,,2.5,SAS 6.0 Gb/s
Intel 665p,94.99,1000.0,0.095,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar Professional NM800PRO,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 Evo,270.0,1000.0,0.27,SSD,1024.0,M.2-2280,M.2 SATA
Samsung 960 Evo,159.99,1000.0,0.16,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen4 7000s,159.99,2000.0,0.08,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Green,38.0,480.0,0.079,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7300,129.99,2000.0,0.065,SSD,2048.0,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black,,3000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Black,115.01,1000.0,0.115,7200,64.0,3.5,SATA 6.0 Gb/s
Western Digital Green,54.99,240.0,0.229,SSD,,M.2-2280,M.2 SATA
Kingston Fury Renegade with Heat Sink,398.0,4000.0,0.099,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NM610,59.99,500.0,0.12,SSD,,M.2-2280,M.2 PCIe 3.0 X4
PNY CS900,15.99,250.0,0.064,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P4511,140.19,1000.0,0.14,SSD,,M.2-22110,M.2 PCIe 3.0 X4
ADATA Legend 710,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston Fury Renegade with Heat Sink,103.44,1000.0,0.103,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 530 w/Heatsink,83.0,1000.0,0.083,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SN550,31.99,250.0,0.128,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba P300,,2000.0,,7200,64.0,3.5,SATA 6.0 Gb/s
ADATA SU800,97.69,512.0,0.191,SSD,,2.5,SATA 6.0 Gb/s
Samsung 850 Pro,177.69,512.0,0.347,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512e/4Kn,168.56,8000.0,0.021,7200,256.0,3.5,SATA 6.0 Gb/s
Samsung 860 Pro,821.45,2000.0,0.411,SSD,2048.0,2.5,SATA 6.0 Gb/s
Samsung PM893,551.6,7680.0,0.072,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red SA500,329.99,4000.0,0.082,SSD,,2.5,SATA 6.0 Gb/s
OCZ Colossus 2,995.0,460.0,2.163,SSD,,3.5,SATA 3.0 Gb/s
PNY XLR8 CS3040 w/Heatsink,749.13,4000.0,0.187,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue SA510,36.99,500.0,0.074,SSD,,2.5,SATA 6.0 Gb/s
Samsung 860 Evo,158.18,500.0,0.316,SSD,512.0,M.2-2280,M.2 SATA
Western Digital Red Pro,199.99,8000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4,129.99,1000.0,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SK Hynix Platinum P41,47.51,500.0,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA SU635,,240.0,,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S50 Lite,178.67,1000.0,0.179,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel P3700,1850.0,1600.0,1.156,SSD,,PCIe,PCIe x4
Samsung 960 Pro,199.99,512.0,0.391,SSD,512.0,M.2-2280,M.2 PCIe 3.0 X4
Inland Professional,29.99,512.0,0.059,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black,142.15,4000.0,0.036,7200,64.0,3.5,SATA 6.0 Gb/s
MSI SPATIUM M390,54.99,500.0,0.11,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP EX900,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea Zero Z330,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 520,55.29,500.0,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate ST1000LM014,49.99,1000.0,0.05,,64.0,2.5,SATA 6.0 Gb/s
Lexar NS100,18.98,256.0,0.074,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 850 LITE,58.99,1000.0,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket 4 Plus G,89.99,1000.0,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 840 Pro,,128.0,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Gold,319.51,16000.0,0.02,7200,512.0,3.5,SATA 6.0 Gb/s
SK Hynix Gold P31,37.59,500.0,0.075,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 Force Series Gen4,,2000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen4 7300,74.98,1000.0,0.075,SSD,1024.0,M.2-2280,M.2 PCIe 4.0 X4
HP EX920,118.98,1000.0,0.119,SSD,1024.0,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,143.99,8000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,199.99,10000.0,0.02,7200,256.0,3.5,SATA 6.0 Gb/s
Fantom Drives VENOM8,884.75,8000.0,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP EX2,,16000.0,,SSD,,2.5,SATA 6.0 Gb/s
Inland Professional,49.99,1000.0,0.05,SSD,,2.5,SATA 6.0 Gb/s
Seagate FireCuda,100.0,1000.0,0.1,,,2.5,SATA 6.0 Gb/s
Western Digital Blue,64.13,3000.0,0.021,5400,256.0,3.5,SATA 6.0 Gb/s
ADATA LEGEND 700,,512.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba HDD2K12,,750.0,,5400,8.0,2.5,SATA 3.0 Gb/s
Seagate Enterprise,59.99,6000.0,0.01,7200,128.0,3.5,SAS 12.0 Gb/s
Silicon Power A55,15.99,128.0,0.125,SSD,,M.2-2280,M.2 SATA
Crucial P5,64.98,500.0,0.13,SSD,,M.2-2280,M.2 PCIe 3.0 X4
SanDisk SSD PLUS,78.58,120.0,0.655,SSD,,2.5,SATA 6.0 Gb/s
Inland Premium,,1000.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX8100,378.02,4000.0,0.095,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple,170.99,8000.0,0.021,5640,128.0,3.5,SATA 6.0 Gb/s
Patriot Viper VP4300,124.99,2000.0,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MQ04ABF100,32.49,1000.0,0.032,5400,128.0,2.5,SATA 6.0 Gb/s
Lexar NS100,14.48,128.0,0.113,SSD,,2.5,SATA 6.0 Gb/s
Patriot P210,14.49,256.0,0.057,SSD,,2.5,SATA 6.0 Gb/s
Kingston NV1,38.07,250.0,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX8200 Pro,37.9,256.0,0.148,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Create Classic,82.99,2000.0,0.041,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black,55.99,1000.0,0.056,7200,64.0,2.5,SATA 6.0 Gb/s
Corsair MP600 PRO LPX,394.99,4000.0,0.099,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi A7K2000,26.99,1000.0,0.027,7200,32.0,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,88.99,1000.0,0.089,7200,32.0,3.5,SATA 3.0 Gb/s
ADATA XPG GAMMIX S7,43.99,1000.0,0.044,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM620,49.99,1000.0,0.05,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP600 PRO LPX,69.98,1000.0,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot P310,17.79,240.0,0.074,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital AV-GP,,500.0,,5400,32.0,3.5,SATA 3.0 Gb/s
Mushkin Tempest,77.98,2000.0,0.039,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate EXOS Enterprise,188.49,8000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Western Digital Blue SA510,47.99,1000.0,0.048,SSD,,M.2-2280,M.2 SATA
Seagate IronWolf,215.0,12000.0,0.018,7200,256.0,3.5,SATA 6.0 Gb/s
Patriot Burst Elite,14.49,240.0,0.06,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte GP-GSTFS31480GNTD,30.06,480.0,0.063,SSD,,2.5,SATA 6.0 Gb/s
SK Hynix Gold S31 500,,500.0,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba DT01ACA050,63.56,500.0,0.127,7200,32.0,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD-V,30.63,1000.0,0.031,5400,,2.5,SATA 6.0 Gb/s
Samsung PM981,64.98,512.0,0.127,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Timetec 35TTFP6PCIE,22.99,512.0,0.045,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Pro,330.0,14000.0,0.024,7200,256.0,3.5,SATA 6.0 Gb/s
Samsung MZ-75E4T0B,312.86,4000.0,0.078,SSD,4096.0,2.5,SATA 6.0 Gb/s
Gigabyte GP-GSTFS31120GNTD,18.82,120.0,0.157,SSD,,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,18.31,240.0,0.076,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP EX2,71.98,2000.0,0.036,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea A440 Pro,101.99,2000.0,0.051,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,18.48,500.0,0.037,5400,8.0,2.5,SATA 6.0 Gb/s
Kingston Q500,39.99,960.0,0.042,SSD,,2.5,SATA 6.0 Gb/s
Western Digital SN530,29.99,512.0,0.059,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Professional,20.99,240.0,0.087,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP510,,240.0,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Black,91.91,2000.0,0.046,7200,64.0,3.5,SATA 6.0 Gb/s
Inland Performance Plus,886.99,8000.0,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Mushkin Vortex-LX,42.99,1000.0,0.043,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,60.99,2000.0,0.03,5400,256.0,3.5,SATA 6.0 Gb/s
Acer Predator GM7000,44.99,512.0,0.088,SSD,512.0,M.2-2280,M.2 PCIe 4.0 X4
Inland Platinum,899.99,8000.0,0.112,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Leven JPR700,69.98,2000.0,0.035,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MG04ACA600E,89.99,6000.0,0.015,7200,128.0,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,148.0,6000.0,0.025,7200,256.0,3.5,SATA 6.0 Gb/s
Kingston A400,,240.0,,SSD,,M.2-2280,M.2 SATA
TEAMGROUP T-Force Vulcan Z,21.99,480.0,0.046,SSD,,2.5,SATA 6.0 Gb/s
Intel 660p,75.0,512.0,0.146,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate NAS HDD,,1000.0,,5900,64.0,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,319.99,18000.0,0.018,7200,512.0,3.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN850P for PS5,199.99,2000.0,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA Swordfish,76.03,500.0,0.152,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung 750 EVO,,250.0,,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro NAS,89.99,2000.0,0.045,7200,256.0,3.5,SATA 6.0 Gb/s
Crucial P5,321.58,2000.0,0.161,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda Q5,54.99,1000.0,0.055,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Addlink S70,80.98,2000.0,0.04,SSD,,M.2-2280,M.2 PCIe 3.0 X4
