name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Sennheiser GSP 370,130.18,Circumaural,"[20, 20]",True,True,Closed,Black
Beyerdynamic DT 990,149.0,Circumaural,"[5, 35]",False,False,Semi-open,Black / Silver
Logitech G233 PRODIGY,37.99,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
HP HyperX CloudX Stinger Core - Xbox,19.98,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Astro A20 Gen 2,119.35,Circumaural,"[20, 20]",True,True,Closed,Black / Blue
Sennheiser RS 165,,Circumaural,"[18, 21]",False,True,Closed,Black / Silver
SteelSeries Arctis 1,46.74,Circumaural,"[20, 20]",True,False,Closed,Black
MSI IMMERSE GH,47.97,Circumaural,"[29, 20]",True,False,Closed,Black
EPOS H6PRO,179.9,Circumaural,"[20, 20]",True,False,Closed,White / Silver
Astro Logitech G A30 LIGHTSPEED (Playstation/PC),229.99,Circumaural,"[20, 20]",True,True,Closed,Blue / Black
Cyber Acoustics ACM-500RB,13.98,Circumaural,,False,False,Closed,Black
AKG K361-BT,149.0,Circumaural,"[15, 28]",True,True,Closed,Black
Audio-Technica ATH-E40,99.0,In Ear,"[20, 20]",False,False,Closed,Black
Razer Kaira Pro for Xbox- Halo Infinite,99.99,Circumaural,"[20, 20]",True,True,Closed,Green / Black
ROCCAT Syn Max Air,173.85,Circumaural,"[20, 20]",True,True,Closed,Black
Beyerdynamic T 5 p,699.0,Circumaural,"[5, 50]",False,False,Closed,Black / Silver
JBL Quantum 800,,Circumaural,"[20, 20]",True,True,Closed,Black
Skullcandy Hesh 3,99.99,Circumaural,"[20, 20]",True,True,Closed,White
Razer KRAKEN 7.1 CHROMA,109.99,Circumaural,"[20, 20]",True,False,Closed,Multicolor
EPOS H3PRO Hybrid,279.99,Circumaural,"[20, 20]",True,True,Closed,White / Gray
Beyerdynamic DT 880 Premium 600 Ohm,,Circumaural,"[5, 35]",False,False,Semi-open,Black / Silver
Bose QuietComfort 35 Series II,449.0,Circumaural,,True,True,Closed,Silver
Bose QuietComfort 35 Series II,559.99,Circumaural,,True,True,Closed,Pink / White
Razer Kraken Kitty V2 Pro,195.0,Circumaural,"[20, 20]",True,False,Closed,Black
HP HyperX Cloud Revolver S,,Circumaural,"[12, 28]",True,False,Closed,Silver
GameMax G200,,Circumaural,"[20, 20]",True,False,Closed,Black
EPOS H3PRO Hybrid,279.99,Circumaural,"[20, 20]",True,True,Closed,Black / Blue
Corsair VOID PRO RGB (White/Black),,Circumaural,"[20, 20]",True,True,Closed,White / Black
Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado,39.99,Circumaural,,True,False,Closed,Black / Green
Sennheiser HD 4.40BT,172.57,Circumaural,"[18, 22]",True,True,Closed,Black
JVC HARX900,49.18,Circumaural,"[7, 26]",False,False,Closed,Black
Audeze Penrose X,474.65,Circumaural,"[10, 50]",True,True,Closed,Black / Green
Razer Kaira for Xbox,69.99,Circumaural,"[20, 20]",True,True,Closed,Black / Green
EPOS H6PRO,179.99,Circumaural,"[20, 20]",True,False,Open,White / Silver
Corsair VOID Special Edition Yellowjacket,,Circumaural,"[20, 20]",True,True,Closed,Black / Yellow
Corsair HS55 STEREO,49.0,Circumaural,"[20, 20]",True,False,Closed,Black
HP HyperX Cloud,229.0,Circumaural,"[15, 25]",True,False,Closed,Black / Red
SteelSeries Arctis 3,,Circumaural,"[20, 22]",True,False,Closed,White
Astro A50 + Base Station PS4,229.99,Circumaural,"[20, 20]",True,True,Closed,Black / Green
Final E5000,259.0,Earbud,,False,False,Closed,Silver / Black
Genius HS-02B,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
MSI Immerse GH61,,Circumaural,"[29, 40]",True,False,Closed,Black
Corsair HS80 RGB Ethereal Blue,,Circumaural,"[20, 40]",True,True,Closed,White / Blue
Sennheiser GSP 500,74.98,Circumaural,"[10, 30]",True,False,Semi-open,Black / Red
Asus ROG Delta Core,133.0,Circumaural,"[20, 40]",True,False,Closed,Black
AKG K612 PRO,149.94,Circumaural,"[12, 39.5]",False,False,Open,Black / Silver
ADATA XPG Precog,99.73,Supra-aural,"[5, 50]",True,False,Closed,Black / Red
Logitech G335,36.79,Circumaural,"[20, 20]",True,False,Closed,Green / Purple
HP HyperX Cloud Stinger Core - Wireless Xbox,84.99,Circumaural,"[10, 21]",True,True,Closed,Gray / Green
Audio-Technica ATH-CK313MBPK,6.95,In Ear,"[20, 23]",True,False,Closed,Pink / Black
Koss PortaPro,39.99,Supra-aural,"[15, 25]",False,False,Open,Black / Blue
Sony ZX110 (Black),19.95,Supra-aural,"[12, 22]",True,False,Closed,Black
Beyerdynamic Amiron Home Tesla,349.0,Circumaural,"[5, 40]",False,False,Open,Black / Silver
Lenovo Legion H300,24.99,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Gigabyte Aorus H1,,Circumaural,"[20, 20]",True,False,Closed,Black / White
HP HyperX Cloud Stinger - Xbox,45.98,Circumaural,"[18, 23]",True,False,Closed,Black / Green
HP HyperX Cloud Stinger - PS5/PS4,43.74,Circumaural,"[18, 23]",True,False,Closed,Black / Blue
Sennheiser M2 IEi,99.89,In Ear,"[15, 22]",True,False,Closed,Black / Red
Zalman HPS200,,Circumaural,"[20, 20]",True,False,Closed,Black
HP HyperX Cloud Stinger,,Circumaural,"[20, 20]",True,True,Closed,Black
MSI IMMERSE GH,32.0,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Shure SRH440,99.0,Circumaural,"[10, 22]",False,False,Closed,Black
Monoprice Monolith M1060,256.49,Circumaural,"[10, 50]",False,False,Open,Black / Brown
Asus TUF GAMING x Demon Slayer L.E. Nezuko Kamado,,Circumaural,,True,False,Closed,Pink / White
Sony WHH900N/B,,Circumaural,,False,True,Closed,Black
Astro A50 Xbox 4th Gen + Base Station,,Circumaural,"[20, 20]",True,True,Closed,Black
Razer Tiamat 7.1 V2,64.94,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Audio-Technica ATH-PG1,59.9,Circumaural,"[20, 20]",True,False,Closed,Black / Gold
Audio-Technica ATH-GDL3,129.0,Circumaural,"[10, 35]",True,False,Open,White / Black
MSI DS501,30.5,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Patriot V360,39.99,Circumaural,,True,False,Closed,Black / Red
Status Audio CB-1,79.0,Circumaural,"[15, 30]",False,False,Closed,Black / Gold
Corsair HS60,99.99,Circumaural,"[20, 20]",True,False,Closed,Black / White
Anker Soundcore Life Q35,99.99,Circumaural,"[16, 40]",True,True,Closed,Pink
AKG N700NC M2,455.54,Circumaural,"[10, 20]",True,True,Closed,Black
Corsair HS45 SURROUND,,Circumaural,"[20, 20]",True,False,Closed,Black
JBL Quantum 400,69.95,Circumaural,"[20, 20]",True,False,Closed,Black
Philips Fidelio L2,243.79,Circumaural,,True,False,Open,Black / Red
HiFiMAN HE560,899.0,Circumaural,"[15, 50]",False,False,Open,Black / Brown
Corsair HS55 SURROUND,69.99,Circumaural,"[20, 20]",True,False,Closed,White / Gray
Logitech H540,32.99,Supra-aural,,True,False,Closed,Black / Blue
Cyber Acoustics ACM-62,7.34,Supra-aural,,False,False,Closed,Black
Shure SE535CLEAR,449.0,In Ear,"[18, 19]",False,False,Closed,Brown / Black
Razer Kraken,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
iDeaUSA S409,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Sennheiser PC 373D,,Circumaural,"[15, 28]",True,False,Open,Black / Red
Panasonic RP-HJE125-A,9.49,Earbud,,False,False,Closed,Blue
Asus ROG Strix Fusion 300,,Circumaural,"[20, 20]",True,False,Closed,Pink / White
HP HyperX Cloud Core,79.98,Circumaural,"[15, 25]",True,False,Closed,Black / Red
1MORE EHD9001TA,39.99,In Ear,,False,True,Closed,Black / Red
AOC GH401,43.29,Circumaural,"[20, 20]",True,True,Closed,Red / Black
Sennheiser RS 195,287.95,Circumaural,"[17, 22]",False,True,Closed,Black / Silver
Skullcandy Hesh 3,78.95,Circumaural,"[20, 20]",True,True,Closed,Blue
Sony DRXB23VP,45.95,In Ear,"[5, 23]",True,False,Closed,Black
Cooler Master MH752,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Cooler Master MH650,136.04,Circumaural,"[20, 20]",True,False,Closed,Black
Anker Soundcore Life Q20,65.98,Circumaural,"[16, 40]",True,True,Closed,Blue
Razer Kaira Pro for PlayStation,178.54,Circumaural,"[20, 20]",True,True,Closed,White / Black
Koss KPH7W,6.99,Supra-aural,,False,False,Closed,Black
Turtle Beach STEALTH 450,395.44,Circumaural,,True,False,Closed,Black / Red
Sennheiser HD 4.50 BTNC,,Circumaural,"[18, 22]",True,True,Closed,
Corsair VOID RGB ELITE,,Circumaural,"[20, 20]",True,False,Closed,White
EPOS H3PRO Hybrid,279.99,Circumaural,"[20, 20]",True,True,Closed,Green / Gold
Shure SRH840A,149.0,Circumaural,"[5, 25]",False,False,Closed,Black / Gold
Sony MDR-X05/RB,168.99,Supra-aural,"[4, 24]",False,False,Closed,Black / Red
Sony MDR-ZX100/WHT,15.97,Supra-aural,"[12, 22]",False,False,Closed,White
Razer Kraken Pro 2015,198.06,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Asus TUF Gaming H7,,Circumaural,"[20, 20]",True,False,Closed,Black / Gray
Philips SHE3590PK/10,11.99,In Ear,"[12, 23.5]",True,False,Closed,Pink / White
Philips SHL5305BK/28,,Supra-aural,"[18, 21.6]",True,False,Closed,Black
Corsair VOID PRO RGB USB (White/Black),,Circumaural,"[20, 20]",True,False,Closed,White / Black
Corsair HS60 Surround (Black),,Circumaural,"[20, 20]",True,False,Closed,Black
Turtle Beach Elite Atlas Aero,,Circumaural,"[12, 20]",True,False,Closed,Black
DROP MASSDROP X AKG K7XX,,Circumaural,"[10, 39.8]",False,False,Open,Black
EPOS H6PRO,179.99,Circumaural,"[20, 20]",True,False,Open,Green / Gold
1MORE Triple Driver (Silver),67.69,In Ear,"[20, 40]",True,False,Closed,Silver
Samsung Buds2 Pro,122.7,In Ear,,True,True,Closed,White
Audio-Technica ATH-MSR7BK,259.98,Circumaural,"[5, 40]",True,False,Closed,Black / Silver
DROP MASSDROP X KOSS KSC75X,,Supra-aural,"[15, 25]",False,False,Open,Black
Asus TUF Gaming H3,105.46,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Sennheiser CX 2.00i Black,49.99,Earbud,,True,False,Closed,Black / Silver
Anker Soundcore Life Q30,85.99,Circumaural,"[16, 40]",True,True,Closed,Blue
Audio-Technica ATH-GDL3,129.0,Circumaural,"[10, 35]",True,False,Open,Black / Blue
Creative Labs Aurvana Live! SE,49.99,Circumaural,"[10, 30]",False,False,Closed,Black
Astro Logitech G A30 LIGHTSPEED (Xbox/PC),229.99,Circumaural,"[20, 20]",True,True,Closed,Blue / Black
Sony MDRNC200D,179.95,Supra-aural,"[8, 23]",False,False,Closed,Black
Sennheiser GSP 302,,Circumaural,"[15, 26]",True,False,Closed,Black
HP OMEN 800,,Circumaural,"[20, 20]",True,False,Open,Black / Red
Microsoft Surface Headset,,Circumaural,"[20, 20]",True,True,Closed,Gray
Astro Gaming A50 + Base Station,,Circumaural,"[20, 20]",True,True,Closed,Green / Black
Sennheiser PC 350 SE,,Circumaural,,True,False,Closed,Black
Sennheiser PC 363D,,Circumaural,"[15, 28]",True,False,Open,Black
RCA HP5043,19.98,Supra-aural,"[20, 20]",False,False,Semi-open,Black / Silver
V-MODA CROSSFADE M-100 BLACK,,Circumaural,"[5, 30]",False,False,Closed,Black
PDP AFTERGLOW PRISMATIC,,Circumaural,,True,True,Closed,Black
Corsair VOID Stereo,,Circumaural,"[20, 20]",True,False,Closed,Black
Plantronics RIG 500E,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Razer Kraken Pro 2015,,Circumaural,"[20, 20]",True,False,Closed,White
Audio-Technica ATH-AD1000X,,Circumaural,"[5, 40]",False,False,Open,Black
Panasonic RP-HJE125-P,9.6,Earbud,,False,False,Closed,Pink
Corsair HS70 WIRELESS,,Circumaural,"[20, 20]",True,True,Closed,Black
Superlux HD-681EVO,42.95,Circumaural,"[10, 30]",False,False,Semi-open,Black
HP HyperX CloudX Flight,105.9,Circumaural,"[20, 20]",True,True,Closed,Black / Green
LucidSound LS35X,51.85,Circumaural,"[20, 20]",True,True,Closed,Black
LucidSound LS41,113.88,Circumaural,"[20, 20]",True,True,Closed,Black
JVC HARX700,39.99,Circumaural,"[8, 25]",False,False,Closed,Black
Plantronics Plantronics Voyager Focus UC,154.0,Supra-aural,,True,True,Closed,Black
Shure SRH440A,99.0,Circumaural,"[10, 22]",False,False,Closed,Black
Audio-Technica ATH-ANC27X,70.95,Circumaural,"[20, 20]",False,False,Closed,Black
Razer Adaro,39.99,Circumaural,"[20, 20]",False,False,Closed,Black / Green
ROCCAT SYVA,45.42,Earbud,"[20, 20]",True,False,Closed,Black / Blue
Turtle Beach P4C,,Circumaural,,True,False,Closed,Black / Blue
Sony MDRXB450AP/B,,Supra-aural,"[5, 22]",True,False,Closed,Black
Audeze Penrose PS,279.0,Circumaural,"[10, 50]",True,True,Closed,Black / Blue
Final VR3000 for Gaming,79.0,In Ear,,False,False,Closed,Black
Razer Kaira for PlayStation,90.42,Circumaural,"[20, 20]",True,True,Closed,White / Black
Koss SB40,28.19,Circumaural,,True,False,Closed,Black
Cyber Acoustics AC-204,12.85,Supra-aural,,True,False,Closed,Black
Shure SRH840,149.0,Circumaural,"[5, 25]",False,False,Closed,Black
Shure SE425-CL,203.15,In Ear,"[20, 19]",False,False,Closed,Transparent
Syba CM-5023,9.99,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Etymotic Research ER4 Studio Reference,281.25,In Ear,"[20, 16]",False,False,Closed,
Audio-Technica ATH-SR50BTBK,,Circumaural,"[5, 40]",True,True,Closed,Black
JBL Quantum 200,39.95,Circumaural,"[20, 20]",True,False,Closed,Black
Sony MDR-ZX310B,46.29,Supra-aural,"[10, 24]",False,False,Closed,Black
Audio-Technica ATH-COR150WH,6.99,In Ear,"[20, 25]",False,False,Closed,White
Sony MDRZX100/WHI,15.97,Supra-aural,"[12, 22]",False,False,Closed,White
Behringer HPX4000,25.0,Circumaural,,False,False,Closed,Black
Logitech 600vi,19.98,In Ear,"[20, 20]",False,False,Closed,Black / Silver
Gear Head AU3700S,29.99,Supra-aural,,True,False,Closed,Black
Pyle Audio PHPMCU10,28.56,Supra-aural,,True,False,Closed,Black / Silver
Logitech H820e,182.99,Supra-aural,"[150, 7]",True,False,Closed,Black / Silver
V-MODA CROSSFADE M-100 SILVER,,Circumaural,"[5, 30]",False,False,Closed,Silver
Logitech H111,18.0,Supra-aural,"[20, 20]",True,False,Closed,Black
Audio-Technica SonicFuel CLR100iS,14.99,In Ear,"[20, 25]",True,False,Closed,White
Plantronics B825 Voyager Focus UC Bluetooth,190.0,Supra-aural,,True,True,Closed,Black
Final B3,499.0,In Ear,,False,False,Closed,Silver / Black
Final E4000,147.99,Earbud,,False,False,Closed,Black
Asus TUF Gaming H7 Wireless,,Circumaural,"[20, 20]",True,True,Closed,Black / Yellow
Denon AH-D400,,Circumaural,"[5, 37]",False,False,Closed,Black / Blue
Sony MDR1R,,Circumaural,"[4, 80]",False,False,Closed,Black
Sony MDR-XB800,,Supra-aural,"[3, 28]",False,False,Closed,Black / Silver
Astro A40 + MixAmp Pro - White,,Circumaural,"[15, 28]",True,False,Closed,Black / White
Logitech G930,,Circumaural,"[20, 20]",True,True,Closed,Black / Red
Beyerdynamic Custom One Pro,,Circumaural,"[5, 35]",False,False,Closed,Black
Beyerdynamic DT 770 PRO HT,,Circumaural,"[5, 35]",False,False,Closed,Black / Silver
AKG K550,,Circumaural,"[12, 28]",False,False,Closed,Black
Shure SRH750DJ,,Circumaural,"[5, 30]",False,False,Closed,Black / Silver
ROCCAT Kave,,Circumaural,,True,False,Closed,Black
SteelSeries Diablo III 57002,,Circumaural,"[18, 28]",True,False,Closed,Black / Red
Shure SRH1840,,Circumaural,"[10, 30]",False,False,Open,Black / Silver
Syba CL-AUD23038,25.98,Supra-aural,,True,True,Closed,Black / Yellow
Plantronics GameCom 780,,Circumaural,,True,False,Closed,Black / Red
Sennheiser IE 80,,In Ear,"[10, 20]",False,False,Closed,Black / Silver
Astro A50,,Circumaural,"[20, 21]",True,True,Closed,Black / Blue
Sennheiser RS 185,,Circumaural,"[17, 22]",False,True,Closed,Black / Silver
Sades SA-902-B,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Sennheiser HD 598SR,,Circumaural,"[12, 38.5]",True,False,Open,Black
Corsair VOID PRO Surround (Black),,Circumaural,"[20, 20]",True,False,Closed,Black
Skullcandy S6AGDZ-150,18.48,Circumaural,"[18, 20]",False,False,Closed,Red / Amber
Logitech G933 Artemis Spectrum Snow,,Circumaural,"[20, 20]",True,True,Closed,White / Blue
Logitech G433 (Red),,Circumaural,"[20, 20]",True,False,Open,Red
Audeze Mobius,,Circumaural,"[10, 50]",True,True,Closed,Brown / Black
IOGEAR Kaliber Gaming NUKLEUS,30.96,Circumaural,"[20, 20]",True,False,Closed,Black
HP OMEN Mindframe Prime,,Circumaural,,True,False,Closed,Black / Red
Acer Predator Galea 500,,Circumaural,"[20, 20]",True,False,Closed,Black
HiFiMAN Edition X,,Circumaural,"[8, 50]",False,False,Open,Black / Silver
HiFiMAN HE1000 V2,,Circumaural,"[8, 65]",False,False,Open,Silver / Brown
Philips Performance PH805BK,94.27,Circumaural,,True,True,Closed,Black
Lenovo Legion H500 Pro,59.99,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Anker Soundcore Life Q35,99.99,Circumaural,"[16, 40]",True,True,Closed,Blue
Cooler Master Ceres -400,29.99,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Polk Striker P1,59.0,Circumaural,"[20, 20]",True,False,Closed,Black
Acer Predator Galea 350,95.12,Circumaural,"[20, 20]",True,False,Closed,Black
Philips X3/00,139.99,Circumaural,"[5, 40]",False,False,Open,Black
Sennheiser CXC 700,119.95,In Ear,"[20, 21]",False,False,Closed,Black
Logitech G230,86.29,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Koss CS95,16.79,Supra-aural,"[30, 16]",True,False,Closed,Black / Silver
Philips SHE3595PK/28,9.99,In Ear,,True,False,Closed,Pink / White
Koss SB45 07,38.78,Circumaural,"[18, 20]",True,False,Closed,Black / White
SteelSeries Siberia 350 (White/Black),185.0,Circumaural,"[20, 28]",True,False,Closed,White / Black
Skullcandy Hesh 3,113.82,Circumaural,"[20, 20]",True,True,Closed,Black
Asus TUF Gaming H3,73.9,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Razer Thresher Ultimate For PS4,119.99,Circumaural,"[12, 28]",True,True,Closed,Blue / Black
Turtle Beach Ear Force XP300,219.95,Circumaural,"[20, 20]",True,True,Closed,Black / Green
Pioneer SE-D10MT-W,139.69,Supra-aural,"[8, 28]",False,False,Closed,White
Skullcandy PLYR 2,54.94,Circumaural,,True,False,Closed,Black / Yellow
Etymotic Research ER4P,217.79,In Ear,"[20, 16]",False,False,Closed,Black / White
SteelSeries 5Hv3,119.0,Circumaural,"[16, 28]",True,False,Closed,Black / Red
Razer Kraken Forged,99.99,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Turtle Beach X12,189.0,Circumaural,,True,False,Closed,Black / Green
Sennheiser PC 5 CHAT,24.95,Supra-aural,"[42, 17]",True,False,Closed,Black
Plantronics Blackwire 7225,119.0,Supra-aural,"[20, 20]",True,False,Closed,Black
Sony MDR-ZX310R,38.0,Supra-aural,"[10, 24]",False,False,Closed,Red
HiFiMAN RE800,99.0,Earbud,"[5, 20]",False,False,Closed,Gold
Astro A10,39.99,Circumaural,"[20, 20]",True,False,Closed,White / Green
Skullcandy Crusher,132.86,Circumaural,"[20, 20]",True,False,Closed,Red / Black
Samsung Buds2,107.97,In Ear,,True,True,Closed,Black
Sennheiser CX 300-II,75.0,In Ear,"[19, 21]",False,False,Closed,Black
Koss CS-100,21.98,Supra-aural,,True,False,Closed,Black / Silver
Koss SB45 USB,34.0,Circumaural,"[18, 20]",True,False,Closed,Black / Silver
Sennheiser PC 8,27.66,Supra-aural,,True,False,Closed,Black
Philips SHB9100RD,83.06,Supra-aural,"[18, 21]",False,True,Closed,Black / Red
Thermaltake Level 10 M,49.99,Circumaural,"[10, 22]",True,False,Closed,Black / Red
Rosewill E-210-VL,6.99,Earbud,"[10, 22]",True,False,Closed,Silver
Audio-Technica ATH-PDG1,122.5,Circumaural,"[20, 20]",True,False,Open,Black / Red
Thermaltake SHOCK 3D 7.1,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Audio-Technica ATH-IM03,398.9,In Ear,"[18, 18]",False,False,Closed,Transparent
Adesso Xtream G1,26.99,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
SteelSeries Arctis Pro,,Circumaural,"[10, 40]",True,False,Closed,Black
Thermaltake Tt eSPORTS Shock V2,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Sony MDR-ZX310L,24.99,Supra-aural,"[10, 24]",False,False,Closed,Blue
HiFiMAN RE2000 Silver,799.0,In Ear,"[5, 20]",False,False,Closed,Black / Silver
Audio-Technica ATH-ANC7B,,Circumaural,"[10, 25]",False,False,Closed,Black
Audio-Technica ATH-CKL202iSBK,19.98,In Ear,"[20, 23]",True,False,Closed,Black
Sennheiser HD 201,,Circumaural,"[21, 18]",False,False,Closed,Black / Silver
Sennheiser HME280I,,Circumaural,"[300, 4]",True,False,Closed,Black
Sennheiser IE60,,In Ear,"[10, 18]",False,False,Closed,Black / Gold
Sony SY-MDR-DS6500,,Circumaural,"[12, 22]",False,True,Closed,Black / Silver
Ziotek 190 0282,,Supra-aural,,False,False,Closed,Black
Astro A40 + MixAmp Pro - Black,,Circumaural,"[15, 28]",True,False,Closed,Black / White
Asus Orion,70.99,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Creative Labs Sound Blaster Tactic 3D Sigma,,Circumaural,"[20, 20]",True,False,Closed,Black
Sennheiser PC131,,Supra-aural,"[80, 18]",True,False,Closed,Black / Silver
Beyerdynamic Custom One Pro (White),,Circumaural,"[5, 35]",False,False,Closed,White
Sony MDRE9LP/BLK,13.98,Earbud,"[18, 22]",True,False,Closed,Black
Microsoft L2 LifeChat LX-1000,26.99,Supra-aural,"[80, 20]",True,False,Closed,Black
Koss PRODJ100,,Circumaural,,False,False,Closed,Black / Silver
Syba CL-AUD63035,10.99,Circumaural,"[20, 20]",True,False,Closed,Blue / White
Philips SHE2640/27,,Earbud,"[12, 22]",False,False,Closed,Black / Silver
Audio-Technica ATH-A900X,,Circumaural,"[5, 40]",False,False,Closed,Black
Koss UR/10,16.99,Supra-aural,"[60, 20]",False,False,Closed,Black / Silver
Shure SE215,,In Ear,"[22, 17.5]",False,False,Closed,Translucent Black
Shure SRH940,,Circumaural,"[5, 30]",False,False,Closed,Black / Silver
Audio-Technica ATH-M50,,Circumaural,"[15, 28]",False,False,Closed,Black
